car_name,measurement_data_id,measurement_datetime,measurement_ms,latitude,longitude,gps_error_meter,accel_x_transverse,accel_y_longitudinal,accel_z_vertical,real_time_utc,real_time_jst,real_time_jst_ms,real_time_utc_ms
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021499054,37.505778,139.928582,2,0.368,0.605,9.835,2016-03-15 05:58:19.054000+00:00,2016-03-15 14:58:19.054000+09:00,2016-03-15 14:58:19.054,2016-03-15 05:58:19.054
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021499154,37.505778,139.928582,2,0.376,0.615,9.827,2016-03-15 05:58:19.154000+00:00,2016-03-15 14:58:19.154000+09:00,2016-03-15 14:58:19.154,2016-03-15 05:58:19.154
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021499254,37.505778,139.928582,2,0.374,0.601,9.852,2016-03-15 05:58:19.254000+00:00,2016-03-15 14:58:19.254000+09:00,2016-03-15 14:58:19.254,2016-03-15 05:58:19.254
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021499354,37.505778,139.928582,2,0.384,0.608,9.81,2016-03-15 05:58:19.354000+00:00,2016-03-15 14:58:19.354000+09:00,2016-03-15 14:58:19.354,2016-03-15 05:58:19.354
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021499454,37.505778,139.928582,2,0.378,0.6,9.863,2016-03-15 05:58:19.454000+00:00,2016-03-15 14:58:19.454000+09:00,2016-03-15 14:58:19.454,2016-03-15 05:58:19.454
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021499554,37.505778,139.928582,2,0.382,0.606,9.805,2016-03-15 05:58:19.554000+00:00,2016-03-15 14:58:19.554000+09:00,2016-03-15 14:58:19.554,2016-03-15 05:58:19.554
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021499654,37.505778,139.928582,2,0.371,0.606,9.861,2016-03-15 05:58:19.654000+00:00,2016-03-15 14:58:19.654000+09:00,2016-03-15 14:58:19.654,2016-03-15 05:58:19.654
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021499754,37.505778,139.928582,2,0.365,0.596,9.844,2016-03-15 05:58:19.754000+00:00,2016-03-15 14:58:19.754000+09:00,2016-03-15 14:58:19.754,2016-03-15 05:58:19.754
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021499854,37.505778,139.928582,2,0.368,0.602,9.866,2016-03-15 05:58:19.854000+00:00,2016-03-15 14:58:19.854000+09:00,2016-03-15 14:58:19.854,2016-03-15 05:58:19.854
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021499954,37.505778,139.928582,2,0.365,0.591,9.863,2016-03-15 05:58:19.954000+00:00,2016-03-15 14:58:19.954000+09:00,2016-03-15 14:58:19.954,2016-03-15 05:58:19.954
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021500054,37.505778,139.928582,2,0.372,0.603,9.859,2016-03-15 05:58:20.054000+00:00,2016-03-15 14:58:20.054000+09:00,2016-03-15 14:58:20.054,2016-03-15 05:58:20.054
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021500154,37.505778,139.928582,2,0.363,0.593,9.868,2016-03-15 05:58:20.154000+00:00,2016-03-15 14:58:20.154000+09:00,2016-03-15 14:58:20.154,2016-03-15 05:58:20.154
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021500254,37.505778,139.928582,2,0.372,0.606,9.842,2016-03-15 05:58:20.254000+00:00,2016-03-15 14:58:20.254000+09:00,2016-03-15 14:58:20.254,2016-03-15 05:58:20.254
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021500354,37.505778,139.928582,2,0.367,0.594,9.866,2016-03-15 05:58:20.354000+00:00,2016-03-15 14:58:20.354000+09:00,2016-03-15 14:58:20.354,2016-03-15 05:58:20.354
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021500454,37.505778,139.928582,2,0.372,0.604,9.832,2016-03-15 05:58:20.454000+00:00,2016-03-15 14:58:20.454000+09:00,2016-03-15 14:58:20.454,2016-03-15 05:58:20.454
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021500554,37.505778,139.928582,2,0.368,0.598,9.861,2016-03-15 05:58:20.554000+00:00,2016-03-15 14:58:20.554000+09:00,2016-03-15 14:58:20.554,2016-03-15 05:58:20.554
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021500654,37.505778,139.928582,2,0.371,0.6,9.827,2016-03-15 05:58:20.654000+00:00,2016-03-15 14:58:20.654000+09:00,2016-03-15 14:58:20.654,2016-03-15 05:58:20.654
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021500754,37.505778,139.928582,2,0.373,0.616,9.849,2016-03-15 05:58:20.754000+00:00,2016-03-15 14:58:20.754000+09:00,2016-03-15 14:58:20.754,2016-03-15 05:58:20.754
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021500854,37.505778,139.928582,2,0.367,0.602,9.817,2016-03-15 05:58:20.854000+00:00,2016-03-15 14:58:20.854000+09:00,2016-03-15 14:58:20.854,2016-03-15 05:58:20.854
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021500954,37.505778,139.928582,2,0.38,0.621,9.843,2016-03-15 05:58:20.954000+00:00,2016-03-15 14:58:20.954000+09:00,2016-03-15 14:58:20.954,2016-03-15 05:58:20.954
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021501054,37.505778,139.928582,2,0.374,0.605,9.83,2016-03-15 05:58:21.054000+00:00,2016-03-15 14:58:21.054000+09:00,2016-03-15 14:58:21.054,2016-03-15 05:58:21.054
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021501154,37.505778,139.928582,2,0.379,0.624,9.836,2016-03-15 05:58:21.154000+00:00,2016-03-15 14:58:21.154000+09:00,2016-03-15 14:58:21.154,2016-03-15 05:58:21.154
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021501254,37.505778,139.928582,2,0.372,0.614,9.841,2016-03-15 05:58:21.254000+00:00,2016-03-15 14:58:21.254000+09:00,2016-03-15 14:58:21.254,2016-03-15 05:58:21.254
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021501354,37.505778,139.928582,2,0.375,0.628,9.82,2016-03-15 05:58:21.354000+00:00,2016-03-15 14:58:21.354000+09:00,2016-03-15 14:58:21.354,2016-03-15 05:58:21.354
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021501454,37.505778,139.928582,2,0.371,0.625,9.849,2016-03-15 05:58:21.454000+00:00,2016-03-15 14:58:21.454000+09:00,2016-03-15 14:58:21.454,2016-03-15 05:58:21.454
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021501554,37.505778,139.928582,2,0.377,0.623,9.815,2016-03-15 05:58:21.554000+00:00,2016-03-15 14:58:21.554000+09:00,2016-03-15 14:58:21.554,2016-03-15 05:58:21.554
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021501654,37.505778,139.928582,2,0.381,0.627,9.864,2016-03-15 05:58:21.654000+00:00,2016-03-15 14:58:21.654000+09:00,2016-03-15 14:58:21.654,2016-03-15 05:58:21.654
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021501754,37.505778,139.928582,2,0.379,0.608,9.842,2016-03-15 05:58:21.754000+00:00,2016-03-15 14:58:21.754000+09:00,2016-03-15 14:58:21.754,2016-03-15 05:58:21.754
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021501854,37.505778,139.928582,2,0.378,0.621,9.881,2016-03-15 05:58:21.854000+00:00,2016-03-15 14:58:21.854000+09:00,2016-03-15 14:58:21.854,2016-03-15 05:58:21.854
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021501954,37.505778,139.928582,2,0.378,0.614,9.866,2016-03-15 05:58:21.954000+00:00,2016-03-15 14:58:21.954000+09:00,2016-03-15 14:58:21.954,2016-03-15 05:58:21.954
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021502054,37.505778,139.928582,2,0.379,0.625,9.872,2016-03-15 05:58:22.054000+00:00,2016-03-15 14:58:22.054000+09:00,2016-03-15 14:58:22.054,2016-03-15 05:58:22.054
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021502154,37.505778,139.928582,2,0.372,0.608,9.887,2016-03-15 05:58:22.154000+00:00,2016-03-15 14:58:22.154000+09:00,2016-03-15 14:58:22.154,2016-03-15 05:58:22.154
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021502254,37.505778,139.928582,2,0.378,0.617,9.866,2016-03-15 05:58:22.254000+00:00,2016-03-15 14:58:22.254000+09:00,2016-03-15 14:58:22.254,2016-03-15 05:58:22.254
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021502354,37.505778,139.928582,2,0.368,0.612,9.901,2016-03-15 05:58:22.354000+00:00,2016-03-15 14:58:22.354000+09:00,2016-03-15 14:58:22.354,2016-03-15 05:58:22.354
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021502454,37.505778,139.928582,2,0.373,0.609,9.867,2016-03-15 05:58:22.454000+00:00,2016-03-15 14:58:22.454000+09:00,2016-03-15 14:58:22.454,2016-03-15 05:58:22.454
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021502554,37.505778,139.928582,2,0.367,0.603,9.878,2016-03-15 05:58:22.554000+00:00,2016-03-15 14:58:22.554000+09:00,2016-03-15 14:58:22.554,2016-03-15 05:58:22.554
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021502654,37.505778,139.928582,2,0.366,0.594,9.827,2016-03-15 05:58:22.654000+00:00,2016-03-15 14:58:22.654000+09:00,2016-03-15 14:58:22.654,2016-03-15 05:58:22.654
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021502754,37.505778,139.928582,2,0.372,0.604,9.836,2016-03-15 05:58:22.754000+00:00,2016-03-15 14:58:22.754000+09:00,2016-03-15 14:58:22.754,2016-03-15 05:58:22.754
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021502854,37.505778,139.928582,2,0.369,0.595,9.828,2016-03-15 05:58:22.854000+00:00,2016-03-15 14:58:22.854000+09:00,2016-03-15 14:58:22.854,2016-03-15 05:58:22.854
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021502954,37.505778,139.928582,2,0.378,0.61,9.812,2016-03-15 05:58:22.954000+00:00,2016-03-15 14:58:22.954000+09:00,2016-03-15 14:58:22.954,2016-03-15 05:58:22.954
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021503054,37.505778,139.928582,2,0.37,0.598,9.825,2016-03-15 05:58:23.054000+00:00,2016-03-15 14:58:23.054000+09:00,2016-03-15 14:58:23.054,2016-03-15 05:58:23.054
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021503154,37.505778,139.928582,2,0.38,0.613,9.796,2016-03-15 05:58:23.154000+00:00,2016-03-15 14:58:23.154000+09:00,2016-03-15 14:58:23.154,2016-03-15 05:58:23.154
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021503254,37.505778,139.928582,2,0.37,0.596,9.83,2016-03-15 05:58:23.254000+00:00,2016-03-15 14:58:23.254000+09:00,2016-03-15 14:58:23.254,2016-03-15 05:58:23.254
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021503354,37.505778,139.928582,2,0.376,0.609,9.804,2016-03-15 05:58:23.354000+00:00,2016-03-15 14:58:23.354000+09:00,2016-03-15 14:58:23.354,2016-03-15 05:58:23.354
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021503454,37.505778,139.928582,2,0.369,0.606,9.83,2016-03-15 05:58:23.454000+00:00,2016-03-15 14:58:23.454000+09:00,2016-03-15 14:58:23.454,2016-03-15 05:58:23.454
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021503554,37.505778,139.928582,2,0.374,0.615,9.81,2016-03-15 05:58:23.554000+00:00,2016-03-15 14:58:23.554000+09:00,2016-03-15 14:58:23.554,2016-03-15 05:58:23.554
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021503654,37.505778,139.928582,2,0.376,0.618,9.846,2016-03-15 05:58:23.654000+00:00,2016-03-15 14:58:23.654000+09:00,2016-03-15 14:58:23.654,2016-03-15 05:58:23.654
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021503764,37.505778,139.928582,2,0.375,0.612,9.818,2016-03-15 05:58:23.764000+00:00,2016-03-15 14:58:23.764000+09:00,2016-03-15 14:58:23.764,2016-03-15 05:58:23.764
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021503854,37.505778,139.928582,2,0.379,0.629,9.863,2016-03-15 05:58:23.854000+00:00,2016-03-15 14:58:23.854000+09:00,2016-03-15 14:58:23.854,2016-03-15 05:58:23.854
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021503954,37.505778,139.928582,2,0.372,0.609,9.841,2016-03-15 05:58:23.954000+00:00,2016-03-15 14:58:23.954000+09:00,2016-03-15 14:58:23.954,2016-03-15 05:58:23.954
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021504054,37.505778,139.928582,2,0.378,0.626,9.855,2016-03-15 05:58:24.054000+00:00,2016-03-15 14:58:24.054000+09:00,2016-03-15 14:58:24.054,2016-03-15 05:58:24.054
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021504154,37.505778,139.928582,2,0.371,0.607,9.857,2016-03-15 05:58:24.154000+00:00,2016-03-15 14:58:24.154000+09:00,2016-03-15 14:58:24.154,2016-03-15 05:58:24.154
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021504254,37.505778,139.928582,2,0.375,0.612,9.825,2016-03-15 05:58:24.254000+00:00,2016-03-15 14:58:24.254000+09:00,2016-03-15 14:58:24.254,2016-03-15 05:58:24.254
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021504354,37.505778,139.928582,2,0.368,0.603,9.851,2016-03-15 05:58:24.354000+00:00,2016-03-15 14:58:24.354000+09:00,2016-03-15 14:58:24.354,2016-03-15 05:58:24.354
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021504454,37.505778,139.928582,2,0.376,0.604,9.791,2016-03-15 05:58:24.454000+00:00,2016-03-15 14:58:24.454000+09:00,2016-03-15 14:58:24.454,2016-03-15 05:58:24.454
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021504554,37.505778,139.928582,2,0.375,0.605,9.834,2016-03-15 05:58:24.554000+00:00,2016-03-15 14:58:24.554000+09:00,2016-03-15 14:58:24.554,2016-03-15 05:58:24.554
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021504654,37.505778,139.928582,2,0.376,0.598,9.787,2016-03-15 05:58:24.654000+00:00,2016-03-15 14:58:24.654000+09:00,2016-03-15 14:58:24.654,2016-03-15 05:58:24.654
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021504754,37.505778,139.928582,2,0.375,0.606,9.826,2016-03-15 05:58:24.754000+00:00,2016-03-15 14:58:24.754000+09:00,2016-03-15 14:58:24.754,2016-03-15 05:58:24.754
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021504854,37.505778,139.928582,2,0.38,0.603,9.816,2016-03-15 05:58:24.854000+00:00,2016-03-15 14:58:24.854000+09:00,2016-03-15 14:58:24.854,2016-03-15 05:58:24.854
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021504954,37.505778,139.928582,2,0.386,0.607,9.826,2016-03-15 05:58:24.954000+00:00,2016-03-15 14:58:24.954000+09:00,2016-03-15 14:58:24.954,2016-03-15 05:58:24.954
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021505054,37.505778,139.928582,2,0.376,0.587,9.807,2016-03-15 05:58:25.054000+00:00,2016-03-15 14:58:25.054000+09:00,2016-03-15 14:58:25.054,2016-03-15 05:58:25.054
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021505154,37.505778,139.928582,2,0.376,0.605,9.833,2016-03-15 05:58:25.154000+00:00,2016-03-15 14:58:25.154000+09:00,2016-03-15 14:58:25.154,2016-03-15 05:58:25.154
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021505254,37.505778,139.928582,2,0.369,0.61,9.869,2016-03-15 05:58:25.254000+00:00,2016-03-15 14:58:25.254000+09:00,2016-03-15 14:58:25.254,2016-03-15 05:58:25.254
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021505354,37.505778,139.928582,2,0.38,0.611,9.804,2016-03-15 05:58:25.354000+00:00,2016-03-15 14:58:25.354000+09:00,2016-03-15 14:58:25.354,2016-03-15 05:58:25.354
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021505454,37.505778,139.928582,2,0.375,0.612,9.867,2016-03-15 05:58:25.454000+00:00,2016-03-15 14:58:25.454000+09:00,2016-03-15 14:58:25.454,2016-03-15 05:58:25.454
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021505554,37.505778,139.928582,2,0.38,0.605,9.803,2016-03-15 05:58:25.554000+00:00,2016-03-15 14:58:25.554000+09:00,2016-03-15 14:58:25.554,2016-03-15 05:58:25.554
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021505654,37.505778,139.928582,2,0.377,0.613,9.85,2016-03-15 05:58:25.654000+00:00,2016-03-15 14:58:25.654000+09:00,2016-03-15 14:58:25.654,2016-03-15 05:58:25.654
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021505754,37.505778,139.928582,2,0.377,0.608,9.804,2016-03-15 05:58:25.754000+00:00,2016-03-15 14:58:25.754000+09:00,2016-03-15 14:58:25.754,2016-03-15 05:58:25.754
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021505854,37.505778,139.928582,2,0.382,0.621,9.813,2016-03-15 05:58:25.854000+00:00,2016-03-15 14:58:25.854000+09:00,2016-03-15 14:58:25.854,2016-03-15 05:58:25.854
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021505954,37.505778,139.928582,2,0.374,0.609,9.833,2016-03-15 05:58:25.954000+00:00,2016-03-15 14:58:25.954000+09:00,2016-03-15 14:58:25.954,2016-03-15 05:58:25.954
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021506054,37.505778,139.928582,2,0.382,0.61,9.817,2016-03-15 05:58:26.054000+00:00,2016-03-15 14:58:26.054000+09:00,2016-03-15 14:58:26.054,2016-03-15 05:58:26.054
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021506154,37.505778,139.928582,2,0.372,0.601,9.865,2016-03-15 05:58:26.154000+00:00,2016-03-15 14:58:26.154000+09:00,2016-03-15 14:58:26.154,2016-03-15 05:58:26.154
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021506254,37.505778,139.928582,2,0.376,0.601,9.841,2016-03-15 05:58:26.254000+00:00,2016-03-15 14:58:26.254000+09:00,2016-03-15 14:58:26.254,2016-03-15 05:58:26.254
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021506354,37.505778,139.928582,2,0.371,0.609,9.878,2016-03-15 05:58:26.354000+00:00,2016-03-15 14:58:26.354000+09:00,2016-03-15 14:58:26.354,2016-03-15 05:58:26.354
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021506454,37.505778,139.928582,2,0.37,0.602,9.839,2016-03-15 05:58:26.454000+00:00,2016-03-15 14:58:26.454000+09:00,2016-03-15 14:58:26.454,2016-03-15 05:58:26.454
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021506554,37.505778,139.928582,2,0.378,0.615,9.831,2016-03-15 05:58:26.554000+00:00,2016-03-15 14:58:26.554000+09:00,2016-03-15 14:58:26.554,2016-03-15 05:58:26.554
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021506654,37.505778,139.928582,2,0.376,0.604,9.826,2016-03-15 05:58:26.654000+00:00,2016-03-15 14:58:26.654000+09:00,2016-03-15 14:58:26.654,2016-03-15 05:58:26.654
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021506754,37.505778,139.928582,2,0.383,0.617,9.813,2016-03-15 05:58:26.754000+00:00,2016-03-15 14:58:26.754000+09:00,2016-03-15 14:58:26.754,2016-03-15 05:58:26.754
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021506854,37.505778,139.928582,2,0.372,0.604,9.831,2016-03-15 05:58:26.854000+00:00,2016-03-15 14:58:26.854000+09:00,2016-03-15 14:58:26.854,2016-03-15 05:58:26.854
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021506954,37.505778,139.928582,2,0.38,0.618,9.808,2016-03-15 05:58:26.954000+00:00,2016-03-15 14:58:26.954000+09:00,2016-03-15 14:58:26.954,2016-03-15 05:58:26.954
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021507054,37.505778,139.928582,2,0.374,0.605,9.806,2016-03-15 05:58:27.054000+00:00,2016-03-15 14:58:27.054000+09:00,2016-03-15 14:58:27.054,2016-03-15 05:58:27.054
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021507154,37.505778,139.928582,2,0.38,0.616,9.783,2016-03-15 05:58:27.154000+00:00,2016-03-15 14:58:27.154000+09:00,2016-03-15 14:58:27.154,2016-03-15 05:58:27.154
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021507254,37.505778,139.928582,2,0.379,0.612,9.82,2016-03-15 05:58:27.254000+00:00,2016-03-15 14:58:27.254000+09:00,2016-03-15 14:58:27.254,2016-03-15 05:58:27.254
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021507354,37.505778,139.928582,2,0.379,0.612,9.798,2016-03-15 05:58:27.354000+00:00,2016-03-15 14:58:27.354000+09:00,2016-03-15 14:58:27.354,2016-03-15 05:58:27.354
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021507454,37.505778,139.928582,2,0.383,0.622,9.833,2016-03-15 05:58:27.454000+00:00,2016-03-15 14:58:27.454000+09:00,2016-03-15 14:58:27.454,2016-03-15 05:58:27.454
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021507554,37.505778,139.928582,2,0.379,0.61,9.825,2016-03-15 05:58:27.554000+00:00,2016-03-15 14:58:27.554000+09:00,2016-03-15 14:58:27.554,2016-03-15 05:58:27.554
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021507654,37.505778,139.928582,2,0.382,0.622,9.851,2016-03-15 05:58:27.654000+00:00,2016-03-15 14:58:27.654000+09:00,2016-03-15 14:58:27.654,2016-03-15 05:58:27.654
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021507754,37.505778,139.928582,2,0.375,0.604,9.848,2016-03-15 05:58:27.754000+00:00,2016-03-15 14:58:27.754000+09:00,2016-03-15 14:58:27.754,2016-03-15 05:58:27.754
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021507854,37.505778,139.928582,2,0.382,0.619,9.863,2016-03-15 05:58:27.854000+00:00,2016-03-15 14:58:27.854000+09:00,2016-03-15 14:58:27.854,2016-03-15 05:58:27.854
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021507974,37.505778,139.928582,2,0.375,0.605,9.868,2016-03-15 05:58:27.974000+00:00,2016-03-15 14:58:27.974000+09:00,2016-03-15 14:58:27.974,2016-03-15 05:58:27.974
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021508054,37.505778,139.928582,2,0.37,0.606,9.868,2016-03-15 05:58:28.054000+00:00,2016-03-15 14:58:28.054000+09:00,2016-03-15 14:58:28.054,2016-03-15 05:58:28.054
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021508154,37.505778,139.928582,2,0.367,0.6,9.882,2016-03-15 05:58:28.154000+00:00,2016-03-15 14:58:28.154000+09:00,2016-03-15 14:58:28.154,2016-03-15 05:58:28.154
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021508254,37.505778,139.928582,2,0.374,0.598,9.816,2016-03-15 05:58:28.254000+00:00,2016-03-15 14:58:28.254000+09:00,2016-03-15 14:58:28.254,2016-03-15 05:58:28.254
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021508354,37.505778,139.928582,2,0.374,0.605,9.858,2016-03-15 05:58:28.354000+00:00,2016-03-15 14:58:28.354000+09:00,2016-03-15 14:58:28.354,2016-03-15 05:58:28.354
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021508454,37.505778,139.928582,2,0.377,0.599,9.807,2016-03-15 05:58:28.454000+00:00,2016-03-15 14:58:28.454000+09:00,2016-03-15 14:58:28.454,2016-03-15 05:58:28.454
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021508554,37.505778,139.928582,2,0.376,0.604,9.832,2016-03-15 05:58:28.554000+00:00,2016-03-15 14:58:28.554000+09:00,2016-03-15 14:58:28.554,2016-03-15 05:58:28.554
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021508654,37.505778,139.928582,2,0.374,0.593,9.821,2016-03-15 05:58:28.654000+00:00,2016-03-15 14:58:28.654000+09:00,2016-03-15 14:58:28.654,2016-03-15 05:58:28.654
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021508754,37.505778,139.928582,2,0.381,0.605,9.815,2016-03-15 05:58:28.754000+00:00,2016-03-15 14:58:28.754000+09:00,2016-03-15 14:58:28.754,2016-03-15 05:58:28.754
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021508854,37.505778,139.928582,2,0.374,0.592,9.835,2016-03-15 05:58:28.854000+00:00,2016-03-15 14:58:28.854000+09:00,2016-03-15 14:58:28.854,2016-03-15 05:58:28.854
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021508954,37.505778,139.928582,2,0.38,0.603,9.799,2016-03-15 05:58:28.954000+00:00,2016-03-15 14:58:28.954000+09:00,2016-03-15 14:58:28.954,2016-03-15 05:58:28.954
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021509054,37.505778,139.928582,2,0.37,0.601,9.866,2016-03-15 05:58:29.054000+00:00,2016-03-15 14:58:29.054000+09:00,2016-03-15 14:58:29.054,2016-03-15 05:58:29.054
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021509154,37.505778,139.928582,2,0.382,0.603,9.808,2016-03-15 05:58:29.154000+00:00,2016-03-15 14:58:29.154000+09:00,2016-03-15 14:58:29.154,2016-03-15 05:58:29.154
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021509254,37.505778,139.928582,2,0.379,0.608,9.857,2016-03-15 05:58:29.254000+00:00,2016-03-15 14:58:29.254000+09:00,2016-03-15 14:58:29.254,2016-03-15 05:58:29.254
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021509354,37.505778,139.928582,2,0.381,0.61,9.806,2016-03-15 05:58:29.354000+00:00,2016-03-15 14:58:29.354000+09:00,2016-03-15 14:58:29.354,2016-03-15 05:58:29.354
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021509454,37.505778,139.928582,2,0.382,0.61,9.834,2016-03-15 05:58:29.454000+00:00,2016-03-15 14:58:29.454000+09:00,2016-03-15 14:58:29.454,2016-03-15 05:58:29.454
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021509554,37.505778,139.928582,2,0.385,0.602,9.813,2016-03-15 05:58:29.554000+00:00,2016-03-15 14:58:29.554000+09:00,2016-03-15 14:58:29.554,2016-03-15 05:58:29.554
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021509654,37.505778,139.928582,2,0.39,0.615,9.816,2016-03-15 05:58:29.654000+00:00,2016-03-15 14:58:29.654000+09:00,2016-03-15 14:58:29.654,2016-03-15 05:58:29.654
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021509754,37.505778,139.928582,2,0.383,0.606,9.828,2016-03-15 05:58:29.754000+00:00,2016-03-15 14:58:29.754000+09:00,2016-03-15 14:58:29.754,2016-03-15 05:58:29.754
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021509854,37.505778,139.928582,2,0.378,0.606,9.824,2016-03-15 05:58:29.854000+00:00,2016-03-15 14:58:29.854000+09:00,2016-03-15 14:58:29.854,2016-03-15 05:58:29.854
ecoron01,20160315_133907,2016/03/15 13:39:07,1458021509954,37.505778,139.928582,2,0.37,0.6,9.86,2016-03-15 05:58:29.954000+00:00,2016-03-15 14:58:29.954000+09:00,2016-03-15 14:58:29.954,2016-03-15 05:58:29.954
