u,v,key,length_m,accident_count
1445140748,6522675295,0,43.498000000000005,0
1445140748,1445140766,0,78.431,0
1445140748,1445140750,0,40.414,0
1445140766,6320742292,0,49.218,1
1445140766,3955257787,0,61.152,0
1445140766,1445140748,0,78.431,0
1445140766,2154027819,0,17.238,1
1445140750,6320742292,0,4.746,0
1445140750,6522675293,0,13.441,0
1445140750,1445140748,0,40.414,0
1928684552,1928636259,0,52.79,0
1928684552,1445140749,0,30.696,0
1928684552,11987403305,0,58.348,0
1445140755,11987403304,0,45.291,0
1445140755,1445140749,0,14.693,0
1445140755,2154027819,0,76.72300000000001,0
6320742292,1445140766,0,49.218,1
6320742292,1445140750,0,4.746,0
6320742292,6320742294,0,41.015,0
11987403304,1445140755,0,45.291,0
11987403304,11987403305,0,49.411,0
11987403304,1928640356,0,146.025,0
2154027819,2154027827,0,29.81,0
2154027819,1445140766,0,17.238000000000003,1
2154027819,2154027930,0,137.19,0
2154027819,1445140755,0,76.723,0
1445140758,6466181570,0,36.163,0
1445140758,3293612408,0,41.651,0
1445140758,2872753297,0,127.189,0
1445140758,3293612414,0,106.26299999999999,1
6466181570,6320742306,0,39.551,0
6466181570,1445140758,0,36.163,0
6466181570,6466181566,0,36.957,0
3293612408,1445140758,0,41.651,0
3293612408,1445140817,0,189.007,0
3293612408,3293612414,0,127.78200000000001,0
2872753297,6320742296,0,37.233,0
2872753297,2872753295,0,98.559,0
2872753297,1445140758,0,127.189,0
3293612414,3293612416,0,16.39,0
3293612414,1445140758,0,106.26299999999999,1
1445140760,3293612236,0,55.414,0
1445140760,12323837178,0,5.387,1
3293612236,1445140760,0,55.414,0
3293612236,3293612229,0,18.869,0
3293612236,3293612380,0,56.28,1
12323837178,3293612391,0,46.391,0
3955257787,6320742287,0,3.71,0
3955257787,1445140766,0,61.152,0
3955257787,2154027877,0,18.740000000000002,0
1445140783,6466181629,0,17.168,0
1445140783,1445140786,0,34.31,1
6466181629,1445138063,0,111.215,0
6466181629,6466181627,0,72.305,1
1445140786,1445140785,0,23.215,0
1445140786,1445140796,0,40.753,0
1445140784,3955257786,0,92.96,0
3955257786,1445140784,0,92.96000000000001,0
3955257786,1445140817,0,105.219,0
3955257786,2154027967,0,14.984,0
1445140785,3293612416,0,58.614,0
1445140785,1445140786,0,23.215,0
3293612416,3293612414,0,16.39,0
3293612416,1445140785,0,58.614,0
3293612416,3293612380,0,67.306,0
1445140796,1445140820,0,98.962,0
1445140794,1445140799,0,56.126,0
1445140794,1445140808,0,60.78,0
1445140794,1445140785,0,50.226,0
1445140799,1445140794,0,56.126,0
1445140799,6466181523,0,15.507,0
1445140799,1445140808,0,52.961,0
1445140808,1445140812,0,23.792,0
1445140808,1445140794,0,60.78,0
1445140808,1445140799,0,52.961,0
1445140820,1445140812,0,50.086,0
1445140820,3953743967,0,6.12,0
6466181523,1445140799,0,15.507,0
1445140812,1445140820,0,50.086,0
1445140812,1445140808,0,23.792,0
1445140812,6522675446,0,20.281,0
1445140809,6522675447,0,92.957,0
6522675447,6522675532,0,18.951,0
6522675447,6522675446,0,38.232,0
6522675447,1445140809,0,92.957,0
6522675446,6522675445,0,37.158,0
6522675446,1445140812,0,20.281,0
6522675446,6522675447,0,38.232,0
1445140817,1445140826,0,18.347,1
1445140817,3955257786,0,105.219,0
1445140817,1445140854,0,244.35500000000002,0
1445140817,3293612408,0,189.007,0
1445140826,1445140817,0,18.347,1
1445140826,1445140857,0,230.69500000000002,1
1445140826,1928636823,0,87.07900000000001,4
1445140826,2154027967,0,111.87499999999999,0
1445140854,1445140857,0,22.318,0
1445140854,1445140817,0,244.355,0
3953743967,3953743966,0,84.347,0
3953743967,1445140836,0,63.813,1
1445140857,1445140854,0,22.318,0
1445140857,1445140861,0,26.866999999999997,0
1445140857,1445140826,0,230.695,0
1928636823,1445140826,0,87.07900000000001,2
1928636823,4016470449,0,69.523,4
1928636823,1445140861,0,220.633,1
2154027967,11987403320,0,11.83,0
2154027967,2154027877,0,165.407,0
2154027967,1445140826,0,111.875,0
2154027967,3955257786,0,14.984,0
1445140836,6522675532,0,53.629,0
1445140836,3953709924,0,4.803,0
6522675532,6522675447,0,18.951,0
6522675532,1445140836,0,53.629,0
6522675532,6522675530,0,82.49000000000001,0
3953709924,1445140842,0,20.703,0
3953709924,6522675530,0,28.466,0
4613314835,1445140842,0,44.156,0
4613314835,1910185828,0,55.81700000000001,0
4613314835,6522675434,0,66.388,0
1445140851,1910185828,0,91.171,0
1445140851,1445140854,0,24.473,0
1910185828,1445140851,0,91.171,0
1910185828,1910185827,0,17.557,2
1910185828,4613314835,0,55.81700000000001,0
1445140861,1445140857,0,26.866999999999997,0
1445140861,4005700704,0,175.937,0
1445140861,1928636823,0,220.633,0
1445140861,1910185827,0,114.39299999999999,3
4005700704,1445140861,0,175.937,0
1910185827,1445140861,0,114.393,2
1910185827,1928639112,0,17.178,0
1910185827,1910185828,0,17.557,1
5852352950,1445151549,0,40.772,0
1445151652,1445151660,0,54.014,0
1445151652,1445151660,1,234.774,0
1445151652,1445151559,0,177.07100000000003,0
1445151586,1445151573,0,31.304,0
1445151586,1445151606,0,33.156,0
1445151576,1445151573,0,37.772,0
1445151576,1445151586,0,26.39,0
1445151625,1445151576,0,152.45,0
1445151647,1445151625,0,42.035,0
1445151647,1445151673,0,186.971,0
1445151673,5456181282,0,100.07800000000002,0
1445151656,1421916115,0,210.396,0
1445151656,1445151591,0,295.29499999999996,0
5456181282,5456181271,0,14.745,0
5456181282,5456181287,0,34.002,0
1445151674,1445151656,0,39.448,0
1445151694,1445151674,0,477.805,0
1445151694,366210257,0,375.381,0
1600652160,1445210458,0,147.925,0
1600652160,1600652129,0,117.611,0
1600652160,1600652385,0,298.051,0
2563975477,525887090,0,79.338,10
2563975477,2563975485,0,62.023,2
2563975484,2563975485,0,26.287,0
2563975484,2563975487,0,69.774,0
2563975484,1445501445,0,59.803,0
2563975484,2563975463,0,33.266999999999996,0
1445501459,5835051862,0,12.489,0
1445501459,1147632873,0,279.036,40
5835051862,5835051860,0,187.78300000000002,23
1445501464,2578798426,0,36.436,1
1445501464,2573759646,0,52.08,3
2578798426,1733814741,0,76.654,0
2578798426,2578993213,0,29.931,0
2573759646,2573759647,0,109.945,0
2573759646,2573759618,0,111.795,0
2573759646,1437175341,0,56.167,1
1445501465,1445501464,0,108.502,3
1445501465,2573759647,0,52.113,0
1445501465,5830521475,0,93.366,6
5830521475,5830521469,0,107.02099999999999,4
5830521475,1445501465,0,93.366,7
1445501466,2546648308,0,10.958,0
1445501466,1477891282,0,517.674,12
2546648308,7284935516,0,10.275,0
2546648308,1469188114,0,139.484,6
1477891282,834033128,0,11.864,0
1477891282,1477877805,0,368.5980000000001,12
1445501468,3268550524,0,33.038,6
3268550524,6502987594,0,57.863,0
3268550524,7679377127,0,17.962,6
1733814954,4174047792,0,15.165,0
1733814954,1425641077,0,83.174,4
1447033787,1447033835,0,125.06900000000002,2
1447033787,5834609577,0,57.405,0
1447033835,1447033842,0,82.582,0
1447033835,1447033787,0,125.06900000000002,0
5834609577,3071350710,0,14.402,1
5834609577,717521877,0,10.179,0
5834609577,1447033818,0,107.66900000000001,1
1447033818,1447033835,0,21.407,0
1447033842,1447033835,0,82.582,0
7223693488,1447040056,0,62.925,0
1447040064,1447040077,0,36.697,0
1447040064,7223693520,0,37.353,0
1447040064,1447040099,0,172.606,0
4584060225,1447040129,0,233.01500000000004,0
1830832402,1830832412,0,58.26,0
1830832402,1830832597,0,681.586,0
1447053591,1150603483,0,117.299,1
1447053591,1928567719,0,265.409,5
1447111177,1437167842,0,39.496,0
1447111177,1447111172,0,76.168,0
12028945843,1442554012,0,34.7,0
12028945843,12028945844,0,30.08,0
1447111185,1447111174,0,109.012,0
1474791316,1447570260,0,28.421,0
1474791316,1474791301,0,4.902,0
1474791316,1474791299,0,64.885,0
5333367132,769085561,0,14.012,1
5333367132,5333367133,0,109.391,1
1448813150,1448813173,0,77.402,0
1448813152,1448813167,0,47.833,0
1448813167,1448813171,0,34.496,0
1448813167,1448813197,0,45.964,0
1448813167,1448813152,0,47.833,0
1448813156,1448813169,0,52.15,0
1448813159,1448813171,0,40.698,0
1448813171,1448813159,0,40.698,0
1448813171,1448813175,0,29.81,0
1448813171,1448813167,0,34.496,0
1448813197,1448813167,0,45.964,0
1448813168,1448813177,0,26.708,0
1448813177,1448813168,0,26.708,0
1448813177,1448813178,0,17.304,0
1448813177,1448813175,0,12.717,0
1448813175,1448813221,0,45.397,0
1448813175,1448813177,0,12.717,0
1448813175,1448813171,0,29.81,0
1448813221,1448813175,0,45.397,0
1448813221,1448813197,0,64.862,0
1448813178,1448813177,0,17.304,0
1448813178,1448813229,0,45.401,0
1448813178,1602960911,0,68.51599999999999,0
1448813229,1448813221,0,31.424,0
1448813229,1448813178,0,45.401,0
1448813229,1448813243,0,31.058,0
1602960911,1602960941,0,120.033,0
1602960911,1448813178,0,68.51599999999999,0
1448813234,1602960941,0,63.778,0
1448813234,1448813266,0,130.634,0
1602960941,1602960964,0,158.091,0
1448813263,1448813276,0,85.398,0
1448813263,1448813248,0,20.181,0
1448813263,1448813272,0,25.034,0
1448813253,1421916807,0,27.759,0
1448813253,1448813271,0,98.77,0
1448813276,1448813263,0,85.398,0
1448813276,1448813268,0,21.009,0
1448813276,1448813272,0,108.747,0
1448813272,1448813263,0,25.034,0
1448813272,12948862551,0,24.137,0
1448813272,1448813276,0,108.747,0
1448813284,4579507538,0,16.399,0
1602960964,1448813266,0,46.526,0
1602960964,1421916967,0,166.628,0
1448813268,1448813248,0,86.434,0
1448813268,1448813276,0,21.009,0
1448813283,1448813253,0,125.71,0
1448813286,1421916924,0,27.622,0
1448813286,1448813294,0,98.814,0
1448813282,12948862555,0,66.479,0
1448813282,1448813289,0,52.041000000000004,0
1448813289,1448813292,0,21.432,0
1448813290,1448813301,0,111.093,0
1448813290,1421916944,0,31.608,0
12948862555,1448813282,0,66.479,0
12948862555,12948862553,0,57.037000000000006,0
4579507538,1421916981,0,15.58,0
4579507538,4579507539,0,27.792,0
1448813298,1421917053,0,31.242,0
1448813292,1448813303,0,117.463,0
1448813292,12948862557,0,45.425000000000004,0
1448813291,1448813286,0,27.114,0
1448813291,1448813283,0,97.973,0
1448813303,1448813297,0,20.986,0
1448813303,1448813292,0,117.463,0
12948862557,807896762,0,7.698,0
12948862557,12948862555,0,51.447,0
1448813317,1421917097,0,31.198,0
1448813304,1448813307,0,46.844,0
1448813307,1448813304,0,46.844,0
1448813307,1448813303,0,20.926,0
1448813305,1448813306,0,9.356,0
1448813312,1448813322,0,21.895,0
1448813312,1448813332,0,64.735,0
1448813312,1448813306,0,32.432,0
1448813322,1448813312,0,21.895,0
1448813332,1448813312,0,64.735,0
1448813313,1421917062,0,27.87,0
1448813313,1448813325,0,27.261,0
1448813325,1448813313,0,27.261,0
1448813319,1448813313,0,24.905,0
1448813319,1448813330,0,27.651,0
1448813330,1448813319,0,27.651,0
1448813323,1448813319,0,24.076,0
1448813323,1448813335,0,28.085,0
1448813335,1448813323,0,28.085,0
1448813338,1448813326,0,27.433,0
1448813331,1448813327,0,25.951,0
1448813328,12948862561,0,36.599,0
12948862561,1448813328,0,36.599,0
12948862561,12948862560,0,38.539,0
1448813361,1421917136,0,82.677,0
1448813361,1448813329,0,105.953,0
1448813334,12948862562,0,31.939,0
12948862562,1448813334,0,31.939,0
12948862562,12948862561,0,22.157,0
1448813340,12948862563,0,31.997,0
12948862563,1448813340,0,31.997,0
12948862563,12948862562,0,21.302,0
1448813342,12948862564,0,30.658,0
12948862564,1448813342,0,30.658,0
12948862564,12948862563,0,20.926,0
12948862565,1448813360,0,8.818,0
12948862565,12948862564,0,16.233,0
1448813398,1448813400,0,13.94,0
1448813398,1448813378,0,84.848,0
1448813398,1448813380,0,186.484,0
1448813380,1421917244,0,79.614,0
1448813380,1448813398,0,186.48399999999998,0
1448813400,1448813398,0,13.94,0
1450244541,1450244538,0,31.649,0
1450244541,6627318052,0,47.657,0
1450244541,1450244544,0,51.474,0
1450244541,5679395350,0,80.164,0
1450244548,1450244544,0,29.815,0
1450244548,6627318053,0,39.96,0
1450244548,1450244543,0,67.818,0
1450244582,1450244576,0,16.047,0
1450244582,4838282528,0,138.86800000000002,0
1450244582,8985953895,0,118.798,0
4838282528,4465752648,0,43.6,0
4838282528,1450244595,0,9.501,0
4838282528,1450244582,0,138.868,0
1451789630,2211334308,0,11.821,4
1451789630,1733815202,0,55.477,2
1451789630,2871632646,0,122.436,25
2211334308,1733815163,0,60.629,1
2211334308,1451789630,0,11.821,4
2211334308,2211334303,0,125.25,3
1733815202,12042618718,0,19.676,0
1733815202,1451789630,0,55.477,1
1733815202,4173945070,0,56.386,0
2871632646,841783603,0,90.016,8
2871632646,1733815228,0,64.129,2
1451789642,5374349201,0,6.815,1
1451789642,4465805404,0,67.925,2
1451789642,1733815267,0,100.39,0
5374349201,1451789642,0,6.815,1
5374349201,7924708949,0,26.201999999999998,0
5374349201,5374349196,0,175.36300000000003,0
1733815267,5374349196,0,90.264,0
1733815267,1733815243,0,50.907,2
1733815267,1451789642,0,100.39,0
1451789644,7924709005,0,20.698,0
1451789644,1451789646,0,72.673,2
1451789644,7924709009,0,59.303,2
1451789646,1451789644,0,72.673,2
1451789646,5374349168,0,44.954,2
1451789646,1733815435,0,52.138,1
7924709009,1733815384,0,14.533,0
7924709009,7924709008,0,20.168,0
7924709009,1451789644,0,59.303,0
5374349168,1451789646,0,44.954,2
5374349168,4173929296,0,49.352,0
5374349168,4174047801,0,17.267,1
1733815435,5374349173,0,23.133,0
1733815435,1733815405,0,54.026,1
1733815435,5374349171,0,43.316,0
1733815435,1451789646,0,52.138,0
1453687312,1453687314,0,19.766,0
1455556124,1455556118,0,12.398,0
1455556124,6627317997,0,23.468,0
1455556124,1455556095,0,123.677,0
1455556127,1437167802,0,69.381,1
1455556127,1455556118,0,60.022,0
1455556122,1455556127,0,9.583,0
1455556122,1455556154,0,96.557,0
1455556128,1455556131,0,50.576,0
1455556128,3410099482,0,69.15599999999999,0
1455556128,3410099492,0,42.861000000000004,0
1455556166,12028945848,0,2.706,0
1455556166,1457452270,0,30.344,0
1455556166,3410102623,0,84.695,0
12028945847,1437165625,0,24.276,1
12028945847,12028945848,0,90.17,0
6415922859,6415922858,0,32.242,0
6415922859,6415922860,0,30.071,0
6415922859,1458681625,0,67.881,0
12029034186,12029034182,0,14.388,0
12029034186,1460949282,0,67.528,0
12029034186,12029034185,0,56.309,0
12029034182,12029034186,0,14.388,0
12029034182,1437165440,0,68.19800000000001,0
12029034185,1437165458,0,61.977,2
12029034185,12029034186,0,56.309,0
1461097418,3254812413,0,12.181,0
1461097418,3254812321,0,17.308,0
1461097418,3254812429,0,53.978,0
3254812413,1461097418,0,12.181,0
3254812413,1461097420,0,19.881999999999998,0
3254812413,3254812302,0,84.048,0
3254812321,1461097418,0,17.308,0
3254812321,1928565248,0,98.758,1
3254812321,3254812219,0,93.044,0
3254812429,1461097418,0,53.978,0
3254812429,3254812483,0,37.729,0
3254812429,3254812260,0,62.105999999999995,0
1461097420,1928566553,0,6.577,0
1461097420,3254812483,0,45.006,1
1461097420,3254812413,0,19.881999999999998,0
1928566553,7298774909,0,30.708,0
1928566553,1461097420,0,6.577,0
1928566553,1928565828,0,119.238,0
3254812483,3254812518,0,49.419,0
3254812483,3254812429,0,37.729,0
3254812483,1461097420,0,45.006,0
1780217583,1466664594,0,22.584,1
1780217583,1780217581,0,22.254,0
1780217583,1780217581,1,117.23599999999999,0
1468796803,982336147,0,626.0219999999999,1
1468796803,982336147,1,623.498,0
1468796929,982336044,0,854.4380000000001,0
1469188114,600872823,0,22.822,2
1469188114,1477877843,0,530.077,27
1477877843,1928563748,0,22.936,2
1477877843,2546648319,0,103.559,7
1469188156,12218165319,0,73.325,3
1469188156,7290425608,0,28.82,4
7290425608,7290425611,0,119.97399999999999,3
7290425608,7290425615,0,181.224,5
7925223848,7925223846,0,12.107,0
7925223848,1474791296,0,25.84,0
7925223848,7925223847,0,45.918,0
1474791300,12030195195,0,69.498,0
1474791300,1474791298,0,68.479,0
1474791300,1474791317,0,36.589,0
1474791300,1474791297,0,35.867,0
7925223846,1474791313,0,34.13,0
7925223846,7925223848,0,12.107,0
7925223846,7925223845,0,45.917,0
12030195196,1474791313,0,26.102,0
3777786238,1437167096,0,13.27,0
3777786238,3777786239,0,165.334,1
1477877731,2247754965,0,15.228,0
1477877731,1437167112,0,193.112,4
2247754965,2247754959,0,17.55,0
2247754965,470323850,0,223.933,3
4184756015,1261994264,0,11.644,0
4184756015,4184756024,0,32.615,1
4184756024,4184756021,0,65.408,0
4184756014,1477877754,0,60.229,2
4184756014,4184756015,0,19.029,0
1477877771,1437167384,0,14.359,0
1477877771,291491855,0,32.548,0
2546388270,1477877758,0,16.568,0
2541249436,1477877805,0,12.368,1
2541249436,834033128,0,365.499,18
2541249436,2541249434,0,118.67,1
1477877805,2541249436,0,12.368,0
1477877805,2579033110,0,55.125,7
1477877805,12531858306,0,101.53200000000001,2
12531858306,1477877805,0,101.53200000000001,2
12531858306,2541249441,0,33.94,0
1928563748,1831552678,0,12.748,3
1928563748,2541225856,0,272.414,15
2546648319,1477891282,0,13.805,0
2546648319,2546648308,0,513.8779999999999,5
5834610212,717521877,0,13.582,1
5834610212,3071350710,0,12.045,4
1933709798,5896052973,0,208.41799999999998,7
3854376859,1477949414,0,8.447,0
3854376859,1261427904,0,107.086,2
1928574064,7298774918,0,7.576,0
1928574064,12531859895,0,75.226,1
1477949415,1928903061,0,11.913,0
1477949415,1928896565,0,70.924,0
1477949415,11897118528,0,151.003,2
1928903061,1477949415,0,11.913,0
1928903061,1928574064,0,123.428,0
11897118528,1477949420,0,49.854,0
11897118528,11738369721,0,100.448,1
1477949420,11738369721,0,47.075,1
1477949420,600871617,0,141.476,7
1477949430,2546648347,0,22.053,1
1477949430,1733814739,0,82.93299999999999,7
2546648347,1831552679,0,14.733,9
2546648347,3208349524,0,161.30100000000002,1
1482259995,1482304598,0,4364.437,2
1482304598,1522517846,0,407.8089999999999,0
1482304598,1522517939,0,761.9580000000001,2
1482260009,295234526,0,658.0219999999999,0
1482260009,1948975702,0,409.81899999999996,1
1948975702,294102814,0,74.253,0
1948975702,6353793939,0,73.725,1
1482260010,1948975779,0,358.61400000000003,0
1482260010,294102830,0,437.0929999999999,1
1948975779,1948975780,0,15.268,2
1948975779,1948975804,0,326.263,5
1482260039,1079893108,0,559.0790000000001,0
1482260039,1482260010,0,217.413,0
1522517846,10958840761,0,233.041,0
1522517939,4640153599,0,8789.429,2
1485711671,4174038368,0,7.922,0
1485711671,841783612,0,116.281,6
1485711671,5342016581,0,32.964,0
4174038368,1485711671,0,7.922,0
4174038368,1733815521,0,61.399,0
4174038368,4174038374,0,70.07300000000001,3
5342016581,5342016580,0,80.919,0
5342016581,1485711671,0,32.964,0
5342016581,1733815687,0,69.361,5
5342016581,5342016583,0,116.25800000000001,1
1485762424,6497758083,0,38.812,0
1485762424,9764597193,0,46.083,0
1485762424,2211334437,0,71.735,0
12056821748,1485762428,0,48.409,0
12056821748,5342016611,0,21.271,0
12056821748,1733816007,0,61.49,0
1733816105,1485762428,0,111.0,1
1733816105,1733816122,0,36.375,0
1733816105,5342016651,0,42.739,0
1700410826,11294512832,0,33.735,0
1700410826,676560882,0,59.187,0
1733816203,1733816120,0,99.894,0
1733816203,1733816123,0,61.519,2
1733816203,5342016540,0,23.829,1
1733816203,1485762441,0,129.06,0
11576015096,11576015093,0,85.056,0
11576015096,11576015093,1,266.66399999999993,0
11576015096,1490091831,0,285.84299999999996,0
1492991023,2093254281,0,57.579,0
1492991023,10958840803,0,585.583,8
1492991023,1523224818,0,86.53,2
1492991023,7521994168,0,114.011,2
2093254281,1492991023,0,57.579,0
2093254281,2093254276,0,49.522999999999996,0
2093254281,2093254347,0,452.99699999999996,0
10958840803,1492991023,0,585.583,7
10958840803,10958850334,0,113.75800000000001,4
1523224818,1492991023,0,86.53,2
1523224818,3110773634,0,326.63800000000003,2
1523224818,1523224764,0,47.424,1
7521994168,1492991023,0,114.011,2
7521994168,1523225075,0,177.273,1
7521994168,7521994167,0,101.297,1
1492991050,10958840766,0,10.362,3
1492991050,1492991161,0,531.527,2
1492991050,1492991161,1,355.439,6
10958840766,1492991050,0,10.362,1
10958840766,6970038245,0,3089.2270000000003,14
10958840766,10958840774,0,166.85999999999999,6
1492991161,10958840761,0,10.506,1
1492991161,1492991050,0,531.527,1
1492991161,1492991338,0,273.17100000000005,3
1492991060,1492991063,0,27.079,0
1492991060,1492991230,0,349.46299999999997,0
1492991060,10030906568,0,130.645,0
1492991063,2117467171,0,100.97899999999998,0
1492991063,1492991060,0,27.079,0
1492991063,1492991264,0,297.775,0
1492991063,10030906545,0,140.46699999999998,0
1492991230,1492991264,0,104.162,0
1492991230,1492991393,0,179.865,0
1492991230,1492991060,0,349.463,0
10030906568,1492991060,0,130.64499999999998,0
2117467171,2117467128,0,236.93199999999996,0
2117467171,3777183060,0,17.802,0
2117467171,1492991063,0,100.97900000000001,0
1492991264,1492991230,0,104.162,0
1492991264,1492991393,0,236.12100000000004,0
1492991264,1492991063,0,297.775,0
10030906545,10030906547,0,13.501,0
10030906545,1492991063,0,140.467,0
10030906545,12168347126,0,215.441,0
1492991290,10958850334,0,10.35,0
1492991290,10958840803,0,116.269,2
1492991154,3722778623,0,162.275,28
1492991154,2093244361,0,509.44300000000004,0
1492991154,3722778626,0,70.358,5
1492991154,2580616847,0,149.02599999999998,5
3722778623,3722778626,0,145.14800000000002,2
3722778623,3722778617,0,158.38000000000002,6
2093244361,1948975820,0,151.586,1
2093244361,1492991154,0,509.44300000000004,1
2093244361,2093244129,0,138.656,0
3722778626,1492991154,0,70.358,1
3722778626,1948975825,0,397.68100000000004,5
3722778626,3722778623,0,145.14800000000002,2
2580616847,9956488830,0,297.64200000000005,0
2580616847,1492991154,0,149.02599999999998,8
1492991155,1492991393,0,398.57300000000004,0
1492991393,1492991230,0,179.86499999999998,0
1492991393,1492991155,0,398.57300000000004,0
1492991393,1492991264,0,236.121,0
10958840761,1492991161,0,10.506,1
10958840761,10958840766,0,351.51500000000004,0
10958840761,1522517865,0,218.42899999999997,0
1492991338,10958840757,0,11.643,0
1492991338,1492991112,0,341.81399999999996,7
1492991223,2093247622,0,463.846,3
1492991223,12168331380,0,202.753,1
2093247622,2093249399,0,1254.7630000000001,2
2093247622,2093247299,0,137.065,3
2093247622,1492991223,0,463.84600000000006,3
12168331380,2093249416,0,9.064,1
12168331380,1492991379,0,365.826,0
10958850334,10958850331,0,78.23,1
10958850334,10958840804,0,6.671,0
3722778607,12168347126,0,3.505,0
3722778607,1492991355,0,17.73,0
3932337018,3932337019,0,7.532,0
3932337018,3722778617,0,168.463,4
3932337018,3722778617,1,203.12199999999999,2
1492991379,2093249416,0,368.242,0
1492991379,10958840773,0,649.74,1
2093249416,12168331380,0,9.064,0
2093249416,1842349769,0,311.646,0
2093249416,1492991223,0,203.808,0
10958840773,1522517803,0,109.362,1
10958840773,1492991379,0,649.74,3
1513898043,6206761949,0,37.457,0
1513898043,5312262103,0,6.215,0
1513898043,6372374625,0,80.28999999999999,0
6206761949,1513898043,0,37.457,0
1513898046,5312262115,0,7.189,0
1513898046,2078635866,0,83.03999999999999,0
1513898046,5312262103,0,45.605000000000004,0
1513898046,4464471411,0,112.93599999999998,0
5312262115,2078636152,0,61.138,0
5312262115,1513898046,0,7.189,0
5312262115,5312262112,0,48.093,0
2078635866,4464483511,0,54.264,0
2078635866,6206761737,0,16.943,0
2078635866,1513898046,0,83.03999999999999,0
2078635866,2078635970,0,121.84100000000001,0
4464471411,2078636164,0,77.43299999999999,0
4464471411,1513898046,0,112.93599999999999,0
4464471411,2078636339,0,62.557,0
1513898062,2078636482,0,113.506,0
1513898062,2078636164,0,68.19,0
1513898062,2078636339,0,48.174,0
2078636482,1513898062,0,113.506,0
2078636482,4464481439,0,55.967,0
2078636482,1513898067,0,89.1,0
2078636164,6206761747,0,52.581,0
2078636164,1513898062,0,68.19,0
2078636164,4464471407,0,25.032999999999998,0
2078636164,4464471411,0,77.43299999999999,0
2078636339,2078636490,0,138.53300000000002,0
2078636339,4464471411,0,62.557,0
2078636339,1513898062,0,48.174,0
1513898067,2078636667,0,111.33,0
1513898067,4464481442,0,56.13,0
1513898067,2078636482,0,89.1,0
2078636667,5333421929,0,22.42,0
2078636667,1513898085,0,129.511,0
2078636667,1513898067,0,111.32999999999998,0
4464481442,6082688759,0,76.15,0
4464481442,1513898067,0,56.13,0
4464481442,4464481439,0,97.88399999999999,0
1513898085,2078636667,0,129.511,0
1513898085,1513898141,0,686.696,0
1513898085,1530513612,0,95.69500000000001,0
1513898141,1513898085,0,686.6959999999999,0
1530513612,1513898085,0,95.69500000000001,0
1516402397,1516402417,0,483.5710000000001,0
1516402417,1516402397,0,483.571,0
1516402417,1516402436,0,377.85,0
1516402436,1516402452,0,109.65400000000001,0
1516402436,3777815154,0,762.829,0
1516402459,3777815135,0,11.741,0
1516402459,1516402452,0,163.329,0
1516402452,3777815136,0,11.346,0
1516402452,3777815154,0,345.61999999999995,0
1516402452,1516402436,0,109.65400000000002,0
3777815154,1516402458,0,12.141,0
3777815154,1516402436,0,762.8289999999997,0
3777815154,1516402470,0,323.711,0
3777815136,1516402452,0,11.346,0
3777815136,3777815135,0,162.49699999999999,0
3777815136,1516402469,0,182.16600000000003,0
1516402457,7342670513,0,79.434,0
1516402457,1516402417,0,249.74699999999999,0
7342670513,380353306,0,651.086,0
7342670513,380353699,0,811.9120000000003,0
1516402458,3777815154,0,12.141,0
1516402458,1516402475,0,114.237,0
1516402458,3777815136,0,340.25,0
1516402475,1516402458,0,114.237,0
1516402475,1516402496,0,555.7320000000001,0
1516402475,1516402469,0,239.24300000000002,0
3777815135,5350850738,0,10.716,0
3777815135,1516402487,0,285.14099999999996,0
1516402469,1516402487,0,239.72,0
1516402469,1516402475,0,239.24300000000002,0
1516402469,3777815136,0,182.16599999999997,0
1516402487,1516402469,0,239.72,0
1516402487,412442491,0,411.84799999999996,0
1516402470,12192114545,0,11.381,0
1516402470,1516402480,0,311.203,0
1516402470,1994703538,0,803.2500000000002,0
12192114545,1516402470,0,11.381,0
12192114545,1996511185,0,649.12,0
12192114545,1516402458,0,323.012,0
1516402480,12192114546,0,7.821,0
1516402480,2007399914,0,92.84100000000001,0
1994703538,2007399914,0,327.305,0
1994703538,1994703542,0,45.35,0
1994703538,1516402470,0,803.2500000000001,0
12192114546,10126263728,0,16.33,0
12192114546,12192114545,0,309.791,0
2007399914,1994703538,0,327.30499999999995,0
2007399914,1516402480,0,92.84100000000001,0
2007399914,2007399901,0,93.19,0
1516402495,2007400102,0,127.349,0
2007400102,2007400101,0,60.397,0
2007400102,1516402528,0,156.167,0
1516402501,1699339805,0,286.637,0
1516402501,7998627485,0,994.5029999999999,0
1699339805,1699339799,0,43.739000000000004,0
1516402504,1516402495,0,106.969,0
1516402504,1516402548,0,328.855,0
1516402504,10126263725,0,544.34,0
10126263725,1516402504,0,544.34,0
10126263725,2007399901,0,269.959,0
1516402508,2005882413,0,63.136,0
1516402508,2007802629,0,133.168,0
1516402508,5350809313,0,317.39399999999995,0
2005882413,2005882416,0,56.632,0
2005882413,1516402508,0,63.136,0
2005882413,3123498180,0,132.887,0
2007802629,2007802635,0,68.655,0
2007802629,2007802635,1,193.79500000000002,0
2007802629,1516402508,0,133.168,0
1516402510,7998627574,0,17.558,0
1516402510,1841037307,0,304.128,0
1516402510,1516402515,0,127.69600000000001,0
7998627574,1841037407,0,23.293,0
7998627574,5814427761,0,10.067,0
1841037307,1841037247,0,74.798,0
