u,v,key,length_m,accident_count
306329350,1916989993,0,116.973,0
306329350,306329356,0,328.178,0
306329356,306329688,0,15.701,0
306329356,1916991837,0,416.496,0
306329356,306329357,0,128.176,0
306329688,306329356,0,15.701,0
306329688,306073342,0,306.442,0
1916991837,306329672,0,305.754,0
1916991837,306329356,0,416.496,0
1916991837,306329694,0,124.582,0
306329357,1916991901,0,192.022,0
306329357,1916992147,0,251.69700000000003,0
1916991901,306329357,0,192.022,0
1916991901,306329694,0,182.484,0
1916991901,1916992050,0,123.96900000000001,0
1916992147,1916992206,0,18.885,0
1916992147,1916992050,0,175.858,0
1916992147,306329734,0,359.642,0
306329379,558661729,0,14.068,0
306329379,558661755,0,196.222,0
558661729,306073311,0,19.147,0
558661729,306329380,0,116.517,0
558661755,558661756,0,12.359,0
558661755,558661728,0,151.043,0
558661755,558661749,0,91.297,0
558661794,306073225,0,18.251,0
558661794,558661761,0,173.87699999999995,0
306329410,306329463,0,12.635,0
306329410,558661834,0,130.154,0
306329463,4464204417,0,12.2,0
306329463,306329714,0,283.652,0
558661834,558661810,0,236.695,0
558661834,558661836,0,614.043,0
4464204417,558661851,0,12.54,0
4464204417,306329468,0,193.33700000000002,0
306329714,4464204419,0,11.445,0
306329714,306329719,0,123.992,0
306329705,4464204423,0,11.742,0
306329705,306329713,0,187.671,0
306329480,306329526,0,13.261,0
306329480,558661730,0,150.501,0
306329480,558661774,0,115.96199999999999,0
306329526,306329480,0,13.261,0
306329526,558661724,0,151.99699999999999,0
558661730,558661728,0,12.17,0
558661730,558661756,0,151.11599999999999,0
558661730,558661777,0,180.881,0
558661774,558661779,0,25.947,0
558661774,306329480,0,115.962,0
558661724,558661722,0,252.658,0
558661724,558661735,0,12.493,0
558661724,558661751,0,228.487,0
306329561,4464204420,0,8.005,0
4464204420,4464204421,0,9.94,0
4464204420,1916992883,0,71.098,0
306329566,558661808,0,14.053,0
306329566,1916992763,0,264.198,0
558661808,558661809,0,10.042,0
1916992763,1916992781,0,157.27,0
1916992763,1916992815,0,101.084,0
306329567,306329566,0,10.353,0
306329567,4464204421,0,251.757,0
4464204421,306329572,0,7.726,0
4464204421,4464204422,0,481.762,0
306329572,306329561,0,9.79,0
306329572,306329573,0,148.994,0
306329573,558661712,0,9.696,0
306329573,558661840,0,133.022,0
306329573,558661709,0,392.84000000000003,0
558661712,558661713,0,248.887,0
558661712,306329573,0,9.696,0
558661712,306329561,0,148.853,0
558661840,558661836,0,11.935,0
558661840,558661839,0,596.1999999999999,0
558661709,1916992939,0,141.974,0
558661709,306329573,0,392.84000000000003,0
558661709,558661865,0,375.526,0
558661709,558661704,0,224.538,0
306329594,558661697,0,119.081,0
306329594,306329599,0,225.018,0
558661697,306329594,0,119.081,0
558661697,558661704,0,227.80300000000003,0
558661697,558661865,0,163.527,0
558661810,558661812,0,9.172,0
558661810,558661855,0,114.67299999999997,0
558661810,558661834,0,236.695,0
558661865,558661709,0,375.526,0
558661865,306329599,0,93.05,0
558661865,558661697,0,163.527,0
306329605,306329734,0,18.651,0
306329605,1916992206,0,359.574,0
306329734,9502501577,0,10.038,0
306329734,306329609,0,175.08199999999997,0
1916992206,1916992147,0,18.885,0
1916992206,306329688,0,386.74899999999997,0
306329609,306329660,0,153.224,0
306329609,1916992237,0,183.845,0
306329609,9502501577,0,175.293,0
306329660,306329609,0,153.224,0
306329660,1916992050,0,210.393,0
306329660,306329664,0,182.423,0
1916992237,306329664,0,155.036,0
1916992237,1975617192,0,314.709,0
1916992237,306329609,0,183.845,0
9502501577,306329733,0,19.086,0
9502501577,4464207603,0,288.781,0
306329641,306329668,0,276.616,0
306329641,306329672,0,600.817,0
306329641,1975617192,0,411.89099999999996,0
306329668,306329672,0,87.548,0
306329668,1975617192,0,157.561,0
306329668,306329641,0,276.616,0
306329668,306329664,0,314.893,0
306329672,306329668,0,87.548,0
306329672,1916991837,0,305.754,0
306329672,306329641,0,600.817,0
1975617192,306329668,0,157.561,0
1975617192,1916992237,0,314.709,0
1975617192,306329641,0,411.89099999999996,0
1916992050,306329660,0,210.393,0
1916992050,1916992147,0,175.858,0
1916992050,1916991901,0,123.969,0
306329664,306329694,0,198.203,0
306329664,1916992237,0,155.036,0
306329664,306329668,0,314.893,0
306329664,306329660,0,182.423,0
306329694,1916991901,0,182.484,0
306329694,306329664,0,198.203,0
306329694,1916991837,0,124.582,0
4464204423,4464207603,0,16.725,0
4464204423,306329733,0,288.52000000000004,0
306329713,306329714,0,10.6,0
306329713,4464204417,0,286.48400000000004,0
4464204419,306329713,0,12.971,0
4464204419,4464204423,0,193.646,0
306329719,4464204422,0,9.787,0
306329719,306329572,0,479.18,0
306329719,1916992939,0,37.287,0
4464204422,306329719,0,9.787,0
4464204422,4464204419,0,119.88999999999999,0
1916992939,558661709,0,141.974,0
1916992939,306329719,0,37.287,0
1916992939,558661839,0,285.19699999999995,0
306329733,306329605,0,10.863,0
306329733,306329567,0,635.113,0
306329799,306329805,0,547.613,0
306329799,1109238431,0,20.444,0
306329805,438114295,0,188.195,0
306329805,1916992781,0,19.752,0
306329805,558661808,0,426.11400000000003,0
1109238431,1949195482,0,21.037,0
1109238431,306329799,0,20.444,0
1109238431,1916993124,0,327.87,0
438114295,1916992424,0,217.757,0
438114295,306329805,0,188.195,0
438114295,439425070,0,203.745,0
1916992781,4464207598,0,11.811,0
1916992781,1916992946,0,103.166,0
306329890,1916992424,0,132.978,0
306329890,685992769,0,85.107,0
306329890,1604346623,0,568.3929999999999,0
306329890,306329909,0,71.8,0
1916992424,306329890,0,132.978,0
1916992424,438114295,0,217.757,0
685992769,1916992344,0,144.436,0
685992769,685992766,0,252.098,0
1604346623,5507420664,0,13.694,0
1604346623,1916991840,0,370.18499999999995,0
306329909,439425038,0,134.164,0
306329909,306329890,0,72.582,0
439425038,306329915,0,260.781,0
439425038,306329909,0,134.164,0
439425038,1916992499,0,166.934,0
306329915,439425038,0,260.781,0
306329915,306329925,0,128.635,0
306329915,1949195492,0,51.304,0
306329925,306329936,0,100.933,0
306329925,1916992499,0,273.144,0
1949195492,439425121,0,213.827,0
1949195492,306329915,0,51.304,0
1949195492,1949180577,0,190.341,0
306329936,306329949,0,206.51,0
306329936,439425070,0,290.214,0
1916992499,439425038,0,166.934,0
1916992499,439425070,0,130.641,0
1916992499,306329925,0,273.144,0
306329949,306329799,0,21.427,0
439425070,1916992499,0,130.641,0
439425070,438114295,0,203.745,0
439425070,306329936,0,290.214,0
306329987,12546684433,0,11.774,0
306329987,1916988588,0,86.645,0
306329987,1831163647,0,200.69,0
12546684433,8707729015,0,25.137,0
12546684433,12546684430,0,260.065,0
1916988588,306329987,0,86.645,0
1916988588,1916988784,0,116.886,0
1916988588,1916989158,0,324.439,0
1916988588,306330072,0,259.624,0
1831163647,3777809901,0,63.20099999999999,0
306329993,1595780878,0,11.238,0
306329993,3706138976,0,61.619,0
306329993,1595780917,0,256.822,0
1595780878,306329993,0,11.238,0
1595780878,1595780916,0,106.77200000000002,0
1595780878,1916989142,0,338.6,0
3706138976,306330011,0,51.175000000000004,0
3706138976,306330011,1,42.242,0
