serial number,year,date,time,accident details,route,accident type,party 1,party 2,Party 3,Party 4,Party 5,latitude,longitude,elementary school district,dead
656,H30,9/25/2018,18:00,軽傷事故,一般市道,左折時,自転車,自転車,,,,34.7898925,135.4011333,,
657,H30,9/26/2018,20:20,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.76377056,135.396895,,
658,H30,9/28/2018,15:55,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.76992111,135.3971369,,
659,H30,9/28/2018,17:25,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.79775222,135.4020064,,
660,H30,9/28/2018,17:39,軽傷事故,一般市道,出合い頭,自転車,二輪車,,,,34.80126389,135.3923419,,
661,H30,9/29/2018,4:50,軽傷事故,県道尼崎宝塚線,出合い頭,自動車,自転車,,,,34.78771944,135.3826169,,
662,H30,10/1/2018,7:35,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.76511806,135.4086881,,
663,H30,10/1/2018,14:15,軽傷事故,県道米谷昆陽尼崎線,左折時,自動車,自転車,,,,34.77882194,135.398485,,
664,H30,10/2/2018,19:20,軽傷事故,一般市道,出合い頭,不明,自転車,,,,34.800045,135.428785,,
665,H30,10/3/2018,8:25,軽傷事故,一般市道,出合い頭,不明,自転車,,,,34.76850389,135.3982931,,
666,H30,10/3/2018,8:40,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.810055,135.3760061,,
667,H30,10/3/2018,18:15,軽傷事故,一般市道,出合い頭,自転車,原付,,,,34.81435,135.3882089,,
668,H30,10/4/2018,15:50,軽傷事故,県道尼崎池田線,出合い頭,自動車,自転車,,,,34.78750389,135.4169881,,
669,H30,10/4/2018,16:25,軽傷事故,県道米谷昆陽尼崎線,出合い頭,自動車,自転車,,,,34.76067806,135.4117492,,
670,H30,10/5/2018,21:50,軽傷事故,県道米谷昆陽尼崎線,右折時,自動車,自転車,,,,34.76566611,135.4094411,,
671,H30,10/7/2018,19:35,軽傷事故,県道姥ケ茶屋伊丹線,出合い頭,自転車,自転車,,,,34.79647028,135.3887383,,
672,H30,10/9/2018,9:35,軽傷事故,県道米谷昆陽尼崎線,出合い頭,自転車,自動車,,,,34.76437306,135.4104781,,
673,H30,10/10/2018,9:57,軽傷事故,県道尼崎池田線,左折時,不明,自転車,,,,34.77983306,135.418065,,
674,H30,10/11/2018,15:15,軽傷事故,一般市道,出合い頭,自転車,不明,,,,34.76950028,135.3993431,,
675,H30,10/12/2018,5:50,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.78054611,135.4152669,,
676,H30,10/12/2018,17:20,軽傷事故,その他,出合い頭,自転車,自転車,,,,34.78237806,135.4279678,,
677,H30,10/13/2018,13:25,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.76491694,135.4104069,,
678,H30,10/13/2018,16:48,軽傷事故,県道姥ケ茶屋伊丹線,右折時,原付,自転車,,,,34.79353806,135.3963389,,
679,H30,10/13/2018,18:20,軽傷事故,一般市道,出合い頭,自転車,不明,,,,34.77746111,135.4151239,,
680,H30,10/15/2018,11:10,軽傷事故,県道寺本伊丹線,左折時,自動車,自転車,,,,34.781215,135.4097181,,
681,H30,10/17/2018,8:10,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.7875725,135.4102392,,
682,H30,10/19/2018,5:35,軽傷事故,県道米谷昆陽尼崎線,出合い頭,自動車,自転車,,,,34.793245,135.3874639,,
683,H30,10/19/2018,8:45,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.77906417,135.3787394,,
684,H30,10/19/2018,13:10,軽傷事故,一般市道,その他,自動車,自転車,,,,34.79982389,135.387855,,
685,H30,10/21/2018,19:55,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.76987694,135.397365,,
686,H30,10/22/2018,16:20,軽傷事故,一般市道,出合い頭,自転車,原付,,,,34.78144611,135.3889061,,
687,H30,10/23/2018,7:00,軽傷事故,県道中野中筋線,出合い頭,自動車,自転車,,,,34.79308889,135.3857419,,
688,H30,10/24/2018,8:03,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.769735,135.3967081,,
689,H30,10/24/2018,8:45,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78297222,135.4118178,,
690,H30,10/25/2018,15:59,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.77284806,135.4095019,,
691,H30,10/29/2018,15:15,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.80427194,135.3919731,,
692,H30,10/30/2018,21:30,軽傷事故,県道伊丹豊中線,出合い頭,自動車,自転車,,,,34.78262389,135.4354889,,
693,H30,10/31/2018,6:55,軽傷事故,一般市道,出合い頭,自転車,二輪車,,,,34.76635111,135.4206789,,
694,H30,10/31/2018,9:07,軽傷事故,県道米谷昆陽尼崎線,左折時,自動車,自転車,,,,34.78488333,135.3952214,,
695,H30,5/24/2018,6:35,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77674806,135.3847831,,
696,H30,10/16/2018,8:20,軽傷事故,一般市道,車両相互,二輪車,自転車,,,,34.77765806,135.4237339,,
697,H30,10/30/2018,8:15,軽傷事故,一般県道,車両相互,自動車,自転車,,,,34.78794111,135.4091289,,
698,H30,11/2/2018,8:09,軽傷事故,一般市道,車両相互,自転車,自転車,,,,34.79201917,135.3944981,,
699,H30,11/4/2018,17:20,軽傷事故,県道尼崎池田線,右折時,自動車,自転車,,,,34.79253,135.4163439,,
700,H30,11/5/2018,10:16,軽傷事故,県道寺本伊丹線,出合い頭,原付,自転車,,,,34.77779278,135.3950478,,
701,H30,11/5/2018,11:30,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.79775694,135.4080639,,
702,H30,11/6/2018,14:27,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77732389,135.4134581,,
703,H30,11/7/2018,8:10,軽傷事故,一般市道,正面衝突,二輪車,自転車,,,,34.80696472,135.3784961,,
704,H30,11/8/2018,18:35,軽傷事故,国道171号,車両相互,自動車,自転車,,,,34.77354167,135.3837178,,
705,H30,11/9/2018,18:00,軽傷事故,県道尼崎宝塚線,左折時,自動車,自転車,,,,34.78674889,135.3829439,,
706,H30,11/12/2018,8:18,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78724111,135.4267581,,
707,H30,11/2/2018,18:10,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.75762528,135.4161044,,
708,H30,11/12/2018,20:25,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.78107417,135.4136275,,
709,H30,11/13/2018,17:53,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.80394806,135.3942489,,
710,H30,11/14/2018,8:50,重傷事故,一般市道,正面衝突,自転車,自転車,,,,34.78267167,135.4304103,,
711,H30,11/15/2018,20:30,軽傷事故,国道171号,出合い頭,不明,自転車,,,,34.79813111,135.4152339,,
712,H30,11/17/2018,8:42,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.81230389,135.3892581,,
713,H30,11/19/2018,8:07,軽傷事故,県道尼崎池田線,左折時,自動車,自転車,,,,34.76929694,135.4196639,,
714,H30,11/21/2018,7:30,重傷事故,国道171号,左折時,自動車,自転車,,,,34.791535,135.408155,,
715,H30,11/21/2018,7:50,軽傷事故,一般市道,人対車両,自転車,歩行者,,,,34.79682083,135.38587,,
716,H30,11/21/2018,13:50,軽傷事故,一般市道,人対車両,自転車,歩行者,,,,34.78483194,135.4269511,,
717,H30,11/23/2018,8:00,軽傷事故,一般市道,正面衝突,自転車,原付,,,,34.76959194,135.3936961,,
718,H30,11/25/2018,18:45,軽傷事故,県道尼崎宝塚線,右折時,二輪車,自転車,,,,34.78709806,135.3827889,,
719,H30,11/26/2018,16:50,軽傷事故,県道尼崎宝塚線,出合い頭,自動車,自転車,,,,34.77788806,135.3845419,,
720,H30,11/28/2018,15:30,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.78568,135.3801839,,
721,H30,11/29/2018,10:00,軽傷事故,国道171号,追突,自転車,自転車,,,,34.78250111,135.3970769,,
722,H30,11/30/2018,9:58,軽傷事故,一般市道,出合い頭,原付,自転車,,,,34.77762,135.4078539,,
723,H30,11/30/2018,11:07,軽傷事故,県道尼崎池田線,左折時,自動車,自転車,,,,34.78187111,135.4177719,,
724,H30,11/30/2018,14:43,軽傷事故,県道米谷昆陽尼崎線,出合い頭,二輪車,自転車,,,,34.77419806,135.4023631,,
725,H30,11/26/2018,18:03,重傷事故,一般市道,車両相互,自転車,二輪車,,,,34.79549111,135.4224411,,
726,H30,11/27/2018,19:40,重傷事故,一般市道,出合い頭,自転車,不明,,,,34.78312389,135.4208119,,
727,H30,11/30/2018,18:30,軽傷事故,県道山本伊丹線,車両相互,自動車,自転車,,,,34.78541111,135.4080181,,
728,H30,12/4/2018,17:10,軽傷事故,県道山本伊丹線,出合い頭,自動車,自転車,,,,34.78855333,135.4066106,,
729,H30,12/4/2018,21:40,軽傷事故,一般市道,右折時,自転車,自動車,,,,34.79789306,135.4049289,,
730,H30,12/5/2018,5:52,軽傷事故,県道尼崎池田線,出合い頭,自動車,自転車,,,,34.77694639,135.41828,,
731,H30,12/6/2018,11:32,軽傷事故,一般市道,左折時,不明,自転車,,,,34.77332389,135.3994711,,
732,H30,12/7/2018,16:45,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.80267111,135.3879181,,
733,H30,12/7/2018,17:00,軽傷事故,県道米谷昆陽尼崎線,出合い頭,自転車,自動車,,,,34.76556111,135.4113731,,
734,H30,12/8/2018,8:05,軽傷事故,県道山本伊丹線,出合い頭,自動車,自転車,,,,34.79169111,135.4076339,,
735,H30,12/8/2018,10:20,軽傷事故,県道尼崎池田線,右折時,自動車,自転車,,,,34.78644194,135.4172111,,
736,H30,12/10/2018,8:05,軽傷事故,国道171号,車両相互,自転車,自転車,自転車,,,34.79634194,135.4127581,,
737,H30,12/10/2018,8:22,軽傷事故,一般市道,車両相互,自転車,自転車,自転車,,,34.77896889,135.4306681,,
738,H30,12/10/2018,13:06,軽傷事故,県道寺本伊丹線,左折時,自動車,自転車,,,,34.77972833,135.4031803,,
739,H30,12/10/2018,23:30,軽傷事故,一般市道,正面衝突,不明,自転車,,,,34.76802111,135.4139761,,
740,H30,12/15/2018,13:10,軽傷事故,その他,車両相互,自転車,自転車,,,,34.77907389,135.428735,,
741,H30,12/18/2018,13:00,軽傷事故,一般市道,出合い頭,自転車,原付,,,,34.78998611,135.4145311,,
742,H30,12/19/2018,7:10,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.7873,135.3860931,,
743,H30,12/19/2018,7:57,軽傷事故,一般市道,人対車両,自転車,歩行者,,,,34.79314306,135.4091281,,
744,H30,12/19/2018,12:08,死亡事故,県道姥ケ茶屋伊丹線,車両相互,自転車,自動車,,,,34.79692389,135.3873811,,
745,H30,12/20/2018,5:45,軽傷事故,県道尼崎池田線,出合い頭,自転車,自動車,,,,34.77317083,135.4190197,,
746,H30,12/20/2018,18:05,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.79292556,135.3950472,,
747,H30,12/21/2018,16:40,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.80500194,135.3939119,,
748,H30,12/21/2018,16:50,重傷事故,国道171号,出合い頭,自転車,自動車,,,,34.79633583,135.4128253,,
749,H30,12/23/2018,10:35,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.80056806,135.3898619,,
750,H30,12/28/2018,18:40,軽傷事故,県道尼崎宝塚線,出合い頭,不明,自転車,,,,34.78996028,135.3805325,,
751,H30,12/29/2018,18:20,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.77119917,135.4146236,,
752,H30,12/30/2018,1:55,軽傷事故,県道寺本伊丹線,出合い頭,自動車,自転車,,,,34.78052361,135.4055939,,
753,H30,12/30/2018,15:05,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.78024139,135.4155969,,
754,H31,11/14/2018,8:20,軽傷事故,県道寺本伊丹線,出合い頭,自転車,自転車,,,,34.78263306,135.4166089,,
755,H31,12/4/2018,18:30,軽傷事故,国道171号,出合い頭,自動車,自転車,,,,34.77315111,135.3830289,,
756,H31,12/15/2018,20:04,軽傷事故,一般市道,人対車両,自転車,歩行者,,,,34.77396,135.3962181,,
757,H31,12/28/2018,12:40,軽傷事故,一般市道,正面衝突,原付,自転車,,,,34.81514806,135.387375,,
758,H31,1/5/2019,16:05,軽傷事故,県道尼崎宝塚線,出合い頭,自動車,自転車,,,,34.79037806,135.379775,,
759,H31,1/5/2019,16:30,軽傷事故,一般市道,すれ違い時,自転車,自転車,,,,34.78905306,135.3725169,,
760,H31,1/9/2019,8:20,軽傷事故,一般市道,右折時,自転車,自転車,,,,34.76696194,135.3964019,,
761,H31,1/13/2019,10:45,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.77402417,135.4178036,,
762,H31,1/14/2019,7:22,軽傷事故,県道姥ケ茶屋伊丹線,左折時,自動車,自転車,,,,34.79491694,135.39337,,
763,H31,1/14/2019,9:13,軽傷事故,県道尼崎池田線,出合い頭,自動車,自転車,,,,34.78411111,135.4174119,,
764,H31,1/15/2019,12:10,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77475611,135.4351819,,
765,H31,1/15/2019,17:45,軽傷事故,県道尼崎宝塚線,出合い頭,自動車,自転車,,,,34.78561806,135.3834231,,
766,H31,1/17/2019,7:30,軽傷事故,一般市道,すれ違い時,自転車,自転車,自転車,,,34.78553806,135.4124939,,
767,H31,1/17/2019,18:00,軽傷事故,県道尼崎宝塚線,正面衝突,自転車,自転車,,,,34.78976944,135.3806761,,
768,H31,1/19/2019,11:40,軽傷事故,その他,その他,自動車,自転車,,,,34.77584389,135.4181,,
769,H31,1/19/2019,13:38,軽傷事故,県道東富松御願塚線,出合い頭,自転車,自転車,,,,34.76556611,135.4060389,,
770,H31,1/23/2019,17:30,軽傷事故,その他,その他,自動車,自転車,,,,34.77228611,135.3847011,,
771,H31,1/24/2019,8:05,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.78332889,135.4030969,,
772,H31,1/24/2019,18:30,重傷事故,一般市道,単独事故,自転車,,,,,34.78845444,135.4099375,,
773,H31,1/24/2019,20:15,軽傷事故,一般市道,追突,原付,自転車,,,,34.78856194,135.3712639,,
774,H31,1/25/2019,13:45,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.77872306,135.4036969,,
775,H31,1/25/2019,19:26,軽傷事故,県道山本伊丹線,左折時,自動車,自転車,,,,34.78101611,135.4100389,,
776,H31,1/29/2019,12:03,軽傷事故,一般市道,人対車両,自転車,歩行者,,,,34.78036,135.414515,,
777,H31,1/30/2019,12:45,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.790055,135.37584,,
778,H31,2/1/2019,10:40,軽傷事故,県道山本伊丹線,出合い頭,自転車,二輪車,,,,34.77626306,135.4105831,,
779,H31,2/2/2019,14:30,軽傷事故,一般市道,正面衝突,自転車,自転車,,,,34.77422806,135.4295561,,
780,H31,2/3/2019,14:40,重傷事故,一般市道,単独事故,自転車,,,,,34.801405,135.4109028,,
781,H31,2/5/2019,8:45,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.75809389,135.4165219,,
782,H31,2/5/2019,9:23,軽傷事故,県道姥ケ茶屋伊丹線,出合い頭,自動車,自転車,,,,34.79586722,135.3905147,,
783,H31,2/5/2019,20:28,軽傷事故,県道寺本伊丹線,出合い頭,自動車,自転車,,,,34.7773,135.3923747,,
784,H31,2/7/2019,6:50,軽傷事故,国道171号,出合い頭,自転車,自動車,,,,34.77383,135.3846611,,
785,H31,2/8/2019,9:20,軽傷事故,一般市道,右折時,不明,自転車,,,,34.77518806,135.3822161,,
786,H31,2/9/2019,11:30,軽傷事故,県道中野中筋線,出合い頭,自動車,自転車,,,,34.80749806,135.3826661,,
787,H31,2/10/2019,14:00,軽傷事故,県道伊丹豊中線,出合い頭,自動車,自転車,,,,34.78295389,135.4188211,,
788,H31,2/11/2019,12:30,軽傷事故,一般市道,左折時,不明,自転車,,,,34.78352889,135.4002989,,
789,H31,2/11/2019,14:45,軽傷事故,一般市道,出合い頭,自転車,不明,,,,34.76355222,135.4136797,,
790,H31,2/12/2019,18:14,軽傷事故,県道姥ケ茶屋伊丹線,右折時,原付,自転車,,,,34.79234694,135.4005719,,
791,H31,2/13/2019,8:30,軽傷事故,国道171号,出合い頭,自転車,自転車,,,,34.77684,135.3899611,,
792,H31,2/13/2019,18:10,軽傷事故,一般市道,出合い頭,自転車,自動車,自転車,,,34.80050028,135.3899228,,
793,H31,2/14/2019,10:45,軽傷事故,県道寺本伊丹線,出合い頭,不明,自転車,,,,34.77737389,135.3926639,,
794,H31,2/16/2019,13:12,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.780165,135.3972219,,
795,H31,2/16/2019,16:00,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78577,135.380525,,
796,H31,2/17/2019,14:30,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.79206,135.38679,,
797,H31,2/18/2019,8:00,軽傷事故,一般市道,出合い頭,自転車,不明,,,,34.76533194,135.4085031,,
798,H31,2/18/2019,16:10,軽傷事故,国道171号,左折時,自動車,自転車,,,,34.78948528,135.4059525,,
799,H31,2/18/2019,23:23,軽傷事故,県道寺本伊丹線,出合い頭,自転車,自転車,,,,34.78053611,135.4056369,,
800,H31,2/20/2019,8:05,軽傷事故,一般市道,出合い頭,自転車,原付,,,,34.7765275,135.4219653,,
801,H31,2/22/2019,15:55,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.775475,135.4144789,,
802,H31,2/23/2019,14:50,軽傷事故,県道中野中筋線,出合い頭,自転車,自転車,,,,34.80268389,135.3851661,,
803,H31,2/24/2019,10:25,軽傷事故,県道寺本伊丹線,出合い頭,自転車,自転車,,,,34.77779361,135.3950492,,
804,H31,2/24/2019,15:05,軽傷事故,一般市道,出合い頭,自転車,二輪車,,,,34.81371889,135.3842061,,
805,H31,2/27/2019,11:50,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.78660472,135.3912994,,
806,H31,2/28/2019,7:35,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78594389,135.379895,,
807,H31,2/28/2019,15:25,軽傷事故,国道171号,出合い頭,自動車,自転車,,,,34.77927389,135.3930869,,
808,H31,3/2/2019,7:00,軽傷事故,一般市道,出合い頭,自転車,不明,,,,34.77164694,135.3935489,,
809,H31,3/5/2019,7:20,重傷事故,一般市道,出合い頭,自動車,自転車,,,,34.79308694,135.4083611,,
810,H31,3/5/2019,10:35,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.79770389,135.4039281,,
811,H31,3/7/2019,17:40,軽傷事故,県道米谷昆陽尼崎線,右折時,自転車,自動車,,,,34.79396389,135.3869431,,
812,H31,3/8/2019,6:50,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78167389,135.4045969,,
813,H31,3/8/2019,18:40,軽傷事故,一般市道,正面衝突,自転車,自転車,,,,34.81174,135.3838161,,
814,H31,3/12/2019,10:45,軽傷事故,国道171号,右折時,自動車,自転車,,,,34.78243389,135.3971011,,
815,H31,3/13/2019,8:20,軽傷事故,国道171号,出合い頭,自転車,自動車,,,,34.77395611,135.3848761,,
816,H31,3/13/2019,15:35,軽傷事故,その他,正面衝突,自動車,自転車,,,,34.79654139,135.3930225,,
817,H31,3/14/2019,6:40,軽傷事故,県道寺本伊丹線,出合い頭,自動車,自転車,,,,34.779595,135.4018239,,
818,H31,3/14/2019,13:45,軽傷事故,県道尼崎宝塚線,出合い頭,自動車,自転車,,,,34.78392,135.3842311,,
819,H31,3/15/2019,8:35,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.76514,135.4077981,,
820,H31,3/15/2019,15:50,軽傷事故,県道尼崎宝塚線,左折時,自動車,自転車,,,,34.787295,135.3826839,,
821,H31,3/15/2019,19:00,軽傷事故,県道東富松御願塚線,正面衝突,自転車,原付,,,,34.76630694,135.4170258,,
