measurement_ms,latitude,longitude,gps_error_meter,accel_x_transverse,accel_y_longitudinal,accel_z_vertical,speed
1425108939580,37.506895,139.930766,6,0.395,0.535,9.486,5.997
1425108939681,37.506895,139.930772,7,0.152,0.285,9.629,5.977
1425108939782,37.506894,139.930777,7,0.122,0.09,9.714,5.951
1425108939882,37.506894,139.930783,7,0.258,-0.026,9.607,5.926
1425108939983,37.506893,139.930788,7,0.232,-0.104,9.415,5.9
1425108940084,37.506892,139.930793,7,0.211,-0.179,9.587,5.875
1425108940184,37.506892,139.930799,7,0.168,-0.208,9.554,5.85
1425108940280,37.506892,139.930804,7,0.169,-0.178,9.486,5.826
1425108940381,37.506891,139.930809,7,0.115,-0.146,9.497,5.801
1425108940482,37.506891,139.930814,7,0.096,-0.178,9.565,5.776
1425108940582,37.50689,139.93082,7,0.194,-0.198,9.614,5.752
1425108940683,37.506889,139.930826,7,0.199,-0.23,9.479,5.676
1425108940784,37.506887,139.930832,7,0.132,-0.192,9.342,5.596
1425108940884,37.506885,139.930838,7,0.103,-0.235,9.524,5.519
1425108940980,37.506884,139.930844,7,0.159,-0.423,9.814,5.445
1425108941081,37.506882,139.93085,7,0.138,-0.434,9.641,5.369
1425108941181,37.506881,139.930856,7,0.245,-0.538,9.641,5.294
1425108941282,37.506879,139.930862,7,0.377,-0.648,9.574,5.22
1425108941383,37.506878,139.930867,7,0.121,-0.404,9.067,5.147
1425108941484,37.506876,139.930873,7,-0.127,-0.397,9.248,5.075
1425108941584,37.506875,139.930879,7,-0.318,-0.546,9.815,5.004
1425108941680,37.506873,139.930884,8,-0.377,-0.444,9.767,4.928
1425108941781,37.506872,139.93089,8,-0.131,-0.349,9.472,4.847
1425108941881,37.50687,139.930896,8,0.055,-0.465,9.429,4.769
1425108941982,37.506868,139.930901,8,0.131,-0.62,9.67,4.692
1425108942083,37.506866,139.930907,8,0.284,-0.626,9.543,4.615
1425108942183,37.506865,139.930912,8,0.267,-0.7,9.232,4.541
1425108942284,37.506863,139.930917,8,0.184,-0.676,9.304,4.467
1425108942380,37.506861,139.930922,8,-0.042,-0.601,9.745,4.397
1425108942481,37.50686,139.930928,8,-0.255,-0.508,9.687,4.326
1425108942581,37.506858,139.930933,8,-0.361,-0.573,9.547,4.256
1425108942682,37.506857,139.930937,8,-0.278,-0.667,9.514,4.175
1425108942783,37.506856,139.93094,8,-0.086,-0.804,9.575,4.094
1425108942883,37.506855,139.930944,8,0.066,-0.912,9.529,4.015
1425108942984,37.506854,139.930948,8,0.132,-1.008,9.451,3.937
1425108943080,37.506853,139.930952,8,0.115,-1.146,9.468,3.864
1425108943180,37.506852,139.930955,8,-0.013,-1.214,9.549,3.79
1425108943281,37.506851,139.930959,8,-0.169,-1.198,9.591,3.716
1425108943382,37.50685,139.930962,8,-0.229,-1.186,9.573,3.644
1425108943483,37.506849,139.930965,8,-0.241,-1.168,9.598,3.573
1425108943583,37.506848,139.930969,8,-0.276,-1.199,9.628,3.505
1425108943684,37.506846,139.930972,6,-0.3,-1.203,9.507,3.286
1425108943780,37.506845,139.930975,6,-0.288,-1.186,9.479,3.078
1425108943880,37.506843,139.930978,6,-0.188,-1.1,9.351,2.872
1425108943981,37.506842,139.930981,6,-0.132,-1.251,9.507,2.677
1425108944082,37.506841,139.930983,6,-0.256,-1.3,9.829,2.493
1425108944183,37.506839,139.930986,6,-0.255,-1.18,9.522,2.321
1425108944283,37.506838,139.930988,6,-0.197,-1.19,9.521,2.163
1425108944384,37.506837,139.93099,6,-0.104,-1.308,9.744,2.015
1425108944480,37.506836,139.930992,6,-0.13,-1.13,9.485,1.885
1425108944580,37.506835,139.930994,6,-0.193,-0.84,9.326,1.762
1425108944681,37.506834,139.930995,6,-0.173,-0.72,9.549,1.626
1425108944782,37.506833,139.930995,6,-0.099,-0.707,9.674,1.496
1425108944882,37.506832,139.930996,6,-0.067,-0.663,9.534,1.375
1425108944983,37.506832,139.930996,6,-0.057,-0.523,9.502,1.262
1425108945084,37.506831,139.930997,6,0.008,-0.319,9.579,1.156
1425108945180,37.50683,139.930997,6,0.111,-0.189,9.525,1.063
1425108945280,37.50683,139.930998,6,0.2,-0.063,9.472,0.974
1425108945381,37.506829,139.930998,6,0.198,0.101,9.497,0.893
1425108945482,37.506828,139.930999,6,0.209,0.273,9.489,0.819
1425108945582,37.506828,139.930999,6,0.226,0.396,9.465,0.755
1425108945683,37.506827,139.930999,6,0.279,0.447,9.495,0.75
1425108945784,37.506826,139.930999,6,0.269,0.388,9.5,0.75
1425108945884,37.506826,139.931,6,0.201,0.207,9.513,0.75
1425108945980,37.506825,139.931,6,0.181,0.099,9.572,0.75
1425108946081,37.506824,139.931,6,0.157,0.034,9.536,0.75
1425108946182,37.506823,139.931,6,0.191,-0.016,9.518,0.75
1425108946282,37.506822,139.931,6,0.2,-0.061,9.54,0.75
1425108946383,37.506822,139.931001,6,0.164,-0.073,9.508,0.75
1425108946484,37.506821,139.931001,6,0.138,-0.016,9.483,0.75
1425108946584,37.50682,139.931001,6,0.123,0.032,9.526,0.75
1425108946680,37.506819,139.931001,6,0.145,0.002,9.544,0.75
1425108946781,37.506818,139.931001,6,0.178,0.016,9.579,0.75
1425108946881,37.506817,139.931002,6,0.23,0.164,9.551,0.75
1425108946982,37.506816,139.931002,6,0.291,0.327,9.481,0.75
1425108947083,37.506816,139.931002,6,0.299,0.393,9.447,0.75
1425108947184,37.506815,139.931002,6,0.255,0.367,9.483,0.75
1425108947284,37.506814,139.931002,6,0.195,0.266,9.529,0.75
1425108947380,37.506813,139.931003,6,0.154,0.157,9.542,0.75
1425108947486,37.506812,139.931003,6,0.151,0.116,9.51,0.75
1425108947581,37.506811,139.931003,6,0.145,0.109,9.494,0.75
1425108947680,37.50681,139.931003,6,0.185,0.097,9.489,0.723
1425108947783,37.506809,139.931004,6,0.229,0.05,9.515,0.694
1425108947882,37.506809,139.931004,6,0.125,0.054,9.542,0.667
1425108947984,37.506808,139.931005,6,0.009,0.058,9.542,0.64
1425108948080,37.506807,139.931005,6,0.0,0.104,9.522,0.615
1425108948181,37.506807,139.931006,6,0.107,0.211,9.546,0.59
1425108948281,37.506806,139.931006,6,0.239,0.314,9.547,0.567
1425108948382,37.506805,139.931006,6,0.298,0.391,9.537,0.544
1425108948483,37.506805,139.931007,6,0.386,0.455,9.506,0.522
1425108951574,37.506773,139.931046,7,0.446,0.552,9.459,1.504
1425108951580,37.506773,139.931046,7,0.447,0.548,9.465,1.502
1425108951680,37.506773,139.931048,7,0.295,0.351,10.344,1.521
1425108951781,37.506773,139.93105,7,-0.012,0.379,10.272,1.545
1425108951882,37.506772,139.931052,7,-0.104,0.352,9.328,1.569
1425108951982,37.506772,139.931053,7,-0.045,0.152,8.997,1.593
1425108952083,37.506772,139.931055,7,0.082,0.018,9.43,1.618
1425108952184,37.506772,139.931058,7,0.221,0.245,9.679,1.644
1425108952284,37.506772,139.93106,7,-0.014,0.351,9.456,1.669
1425108952380,37.506771,139.931062,7,-0.296,0.359,9.174,1.694
1425108952481,37.506771,139.931064,7,-0.451,0.411,9.439,1.721
1425108952582,37.506771,139.931066,7,-0.374,0.429,9.705,1.748
1425108952682,37.506771,139.931068,6,-0.179,0.439,9.537,1.75
1425108952783,37.506771,139.93107,6,-0.25,0.436,9.415,1.75
1425108952884,37.506771,139.931072,6,-0.409,0.454,9.551,1.75
1425108952984,37.506771,139.931075,6,-0.489,0.346,9.665,1.75
1425108953080,37.506771,139.931077,6,-0.395,0.288,9.56,1.75
1425108953181,37.506772,139.931079,6,-0.128,0.272,9.244,1.75
1425108953281,37.506772,139.931081,6,-0.067,0.339,9.35,1.75
1425108953382,37.506772,139.931083,6,-0.247,0.36,9.47,1.75
1425108953483,37.506772,139.931086,6,-0.393,0.354,9.699,1.75
1425108953584,37.506772,139.931088,6,-0.468,0.382,9.657,1.75
1425108953684,37.506772,139.93109,6,-0.515,0.274,9.512,1.75
1425108953780,37.506773,139.931093,6,-0.622,0.193,9.443,1.75
1425108953881,37.506773,139.931095,6,-0.613,0.415,9.281,1.75
1425108953981,37.506774,139.931097,6,-0.686,0.305,9.505,1.75
1425108954082,37.506774,139.9311,6,-0.913,0.136,9.889,1.75
1425108954183,37.506774,139.931102,6,-1.1,0.206,9.54,1.75
1425108954283,37.506775,139.931105,6,-1.095,0.196,9.303,1.75
1425108954384,37.506775,139.931107,6,-0.898,0.202,9.306,1.75
1425108954480,37.506776,139.931109,6,-0.629,0.015,9.575,1.75
1425108954581,37.506776,139.931112,6,-0.315,-0.119,9.721,1.75
1425108954681,37.506777,139.931114,6,-0.21,-0.073,9.455,1.726
1425108954782,37.506778,139.931116,6,-0.238,-0.103,9.327,1.699
1425108954883,37.506779,139.931118,6,-0.206,-0.225,9.654,1.673
1425108954983,37.50678,139.93112,6,-0.254,-0.155,9.66,1.647
1425108955084,37.506781,139.931122,6,-0.349,0.066,9.35,1.622
1425108955180,37.506781,139.931124,6,-0.464,0.174,9.389,1.598
1425108955281,37.506782,139.931126,6,-0.566,0.185,9.617,1.573
1425108955381,37.506783,139.931128,6,-0.583,0.195,9.621,1.549
1425108955482,37.506784,139.93113,6,-0.549,0.239,9.533,1.525
1425108955583,37.506785,139.931132,6,-0.353,0.241,9.443,1.502
