measurement_ms,latitude,longitude,gps_error_meter,accel_x_transverse,accel_y_longitudinal,accel_z_vertical,speed
1425686146545,37.531312,139.944302,4,-0.168,-0.029,9.889,14.25
1425686146550,37.531311,139.944302,4,-0.161,-0.036,9.891,14.25
1425686146646,37.531299,139.944301,4,0.165,-0.3,10.165,14.25
1425686146747,37.531286,139.944299,4,0.296,-0.31,9.881,14.25
1425686146847,37.531273,139.944298,4,0.249,-0.312,9.431,14.25
1425686146948,37.53126,139.944296,4,0.23,-0.325,9.441,14.25
1425686147049,37.531248,139.944295,4,0.189,-0.294,9.412,14.25
1425686147149,37.531235,139.944293,4,0.116,-0.326,9.687,14.25
1425686147250,37.531222,139.944291,4,0.117,-0.315,9.738,14.25
1425686147346,37.531211,139.94429,4,0.111,-0.363,9.759,14.25
1425686147446,37.531198,139.944288,4,0.119,-0.343,9.764,14.25
1425686147547,37.531185,139.944287,4,0.121,-0.354,9.903,14.25
1425686147648,37.531173,139.944285,4,0.147,-0.351,9.665,14.25
1425686147749,37.53116,139.944283,4,0.115,-0.3,9.437,14.25
1425686147849,37.531148,139.944282,4,0.085,-0.302,9.531,14.25
1425686147950,37.531135,139.94428,4,0.058,-0.352,9.613,14.25
1425686148046,37.531123,139.944279,4,0.09,-0.306,9.467,14.25
1425686148146,37.53111,139.944277,4,0.089,-0.332,9.768,14.25
1425686148247,37.531097,139.944275,4,0.038,-0.314,9.679,14.25
1425686148348,37.531085,139.944274,4,0.024,-0.338,9.558,14.25
1425686148448,37.531072,139.944272,4,0.004,-0.32,9.654,14.25
1425686148549,37.531059,139.94427,4,-0.043,-0.34,9.694,14.25
1425686148650,37.531047,139.944269,4,-0.119,-0.372,9.74,14.25
1425686148750,37.531034,139.944267,4,-0.135,-0.345,9.783,14.25
1425686148846,37.531022,139.944266,4,-0.156,-0.378,9.945,14.246
1425686148947,37.531008,139.944265,4,-0.128,-0.283,9.455,14.221
1425686149048,37.530995,139.944263,4,-0.159,-0.317,9.509,14.195
