measurement_ms,latitude,longitude,gps_error_meter,accel_x_transverse,accel_y_longitudinal,accel_z_vertical,speed
1426050761829,37.499728,139.93354,4,0.165,0.25,9.598,3.0
1426050761930,37.499725,139.933539,4,0.033,0.046,9.617,3.0
1426050762031,37.499722,139.933538,4,-0.013,-0.014,9.505,3.0
1426050762131,37.499719,139.933537,4,0.029,0.007,9.383,3.0
1426050762233,37.499717,139.933536,4,0.085,-0.052,9.406,3.0
1426050762328,37.499714,139.933535,4,0.139,-0.091,9.709,3.0
1426050762428,37.499711,139.933534,4,0.175,-0.132,9.766,3.0
1426050762529,37.499709,139.933533,4,0.313,-0.163,9.538,3.0
1426050762630,37.499706,139.933532,4,0.27,-0.082,9.299,3.0
1426050762731,37.499703,139.933531,4,0.137,-0.062,9.358,3.0
1426050762831,37.499701,139.93353,4,0.202,-0.222,9.858,3.0
1426050762932,37.499698,139.933529,4,0.171,-0.209,10.155,3.0
1426050763028,37.499695,139.933528,4,0.222,-0.113,9.708,2.993
1426050763128,37.499693,139.933527,4,0.173,-0.076,9.484,2.967
1426050763229,37.49969,139.933526,4,0.131,-0.012,9.386,2.941
1426050763330,37.499688,139.933526,4,0.132,-0.017,9.375,2.915
1426050763430,37.499685,139.933525,4,0.091,0.053,9.401,2.89
1426050763531,37.499683,139.933524,4,0.074,0.082,9.253,2.865
1426050763632,37.499681,139.933524,4,0.178,0.091,9.291,2.839
1426050763728,37.499678,139.933523,4,0.228,0.106,9.53,2.816
1426050763828,37.499676,139.933522,4,0.447,0.157,9.171,2.791
1426050763929,37.499674,139.933521,4,0.445,0.035,9.439,2.767
1426050764030,37.499671,139.933521,3,0.432,-0.151,10.247,2.75
1426050764130,37.499669,139.93352,3,0.18,-0.255,10.705,2.75
1426050764231,37.499667,139.933519,3,0.073,-0.129,10.017,2.75
1426050764332,37.499665,139.933519,3,0.152,-0.01,9.251,2.75
1426050764428,37.499663,139.933518,3,0.057,0.082,9.06,2.75
1426050764528,37.49966,139.933517,3,-0.015,0.098,9.109,2.75
1426050764629,37.499658,139.933517,3,0.039,0.042,9.316,2.75
1426050764730,37.499656,139.933516,3,0.107,0.022,9.578,2.75
1426050764830,37.499654,139.933515,3,0.091,0.039,9.546,2.75
1426050764931,37.499652,139.933514,3,0.067,0.047,9.309,2.75
1426050765032,37.499649,139.933514,4,0.124,0.036,9.429,2.732
1426050765133,37.499648,139.933513,4,0.23,0.002,9.84,2.678
1426050765228,37.499646,139.933513,4,0.315,-0.076,10.065,2.627
1426050765329,37.499644,139.933513,4,0.371,-0.013,9.728,2.574
1426050765430,37.499642,139.933512,4,0.348,0.002,9.367,2.523
1426050765530,37.499641,139.933512,4,0.271,0.05,9.396,2.473
1426050765631,37.499639,139.933511,4,0.167,0.06,9.51,2.423
1426050765732,37.499637,139.933511,4,0.029,0.056,9.6,2.374
1426050765832,37.499636,139.933511,4,-0.084,0.078,9.566,2.327
1426050765928,37.499634,139.93351,4,-0.081,0.12,9.309,2.283
1426050766029,37.499633,139.93351,4,-0.014,0.071,9.435,2.25
1426050766130,37.499631,139.933509,4,0.04,0.015,9.725,2.25
1426050766230,37.499629,139.933509,4,0.087,-0.045,9.733,2.25
1426050766331,37.499627,139.933508,4,0.114,-0.067,9.656,2.25
1426050766432,37.499626,139.933507,4,0.124,-0.057,9.578,2.25
1426050766532,37.499624,139.933507,4,0.186,-0.095,9.475,2.25
1426050766628,37.499622,139.933506,4,0.201,-0.206,9.44,2.25
1426050766729,37.499621,139.933506,4,0.095,-0.335,9.518,2.25
1426050766829,37.499619,139.933505,4,-0.059,-0.457,9.577,2.25
1426050766930,37.499617,139.933504,4,-0.161,-0.558,9.623,2.25
1426050767031,37.499615,139.933504,4,-0.134,-0.603,9.607,2.242
1426050767132,37.499614,139.933504,4,-0.019,-0.423,9.639,2.215
1426050767232,37.499612,139.933503,4,0.052,-0.215,9.654,2.189
1426050767328,37.499611,139.933503,4,0.072,-0.139,9.649,2.165
1426050767429,37.499609,139.933503,4,0.056,-0.047,9.513,2.139
1426050767529,37.499607,139.933502,4,0.085,0.013,9.359,2.114
1426050767630,37.499606,139.933502,4,0.135,0.052,9.404,2.089
1426050767731,37.499604,139.933502,4,0.136,0.008,9.681,2.064
1426050767831,37.499603,139.933501,4,0.163,0.019,9.836,2.04
1426050767932,37.499601,139.933501,4,0.228,0.073,9.485,2.016
1426050768028,37.4996,139.933501,4,0.254,0.132,9.246,2.0
1426050768128,37.499598,139.9335,4,0.211,0.082,9.376,2.0
1426050768229,37.499596,139.933499,4,0.156,-0.002,9.716,2.0
1426050768330,37.499594,139.933498,4,0.098,-0.024,9.878,2.0
1426050768431,37.499592,139.933498,4,0.065,0.008,9.552,2.0
1426050768531,37.49959,139.933497,4,-0.027,-0.124,9.226,2.0
1426050768632,37.499589,139.933496,4,-0.034,-0.332,9.348,2.0
1426050768728,37.499587,139.933495,4,-0.009,-0.534,9.676,2.0
1426050768828,37.499585,139.933494,4,0.053,-0.691,9.8,2.0
1426050768929,37.499583,139.933494,4,0.085,-0.753,9.752,2.0
1426050769030,37.499582,139.933493,4,0.01,-0.783,9.644,2.0
1426050769131,37.49958,139.933493,4,0.011,-0.756,9.433,2.0
1426050769231,37.499579,139.933493,4,0.012,-0.824,9.415,2.0
1426050769332,37.499577,139.933493,4,-0.01,-0.851,9.677,2.0
1426050769428,37.499576,139.933493,4,-0.07,-0.822,9.742,2.0
1426050769528,37.499575,139.933493,4,-0.12,-0.74,9.598,2.0
1426050769629,37.499573,139.933493,4,-0.089,-0.629,9.486,2.0
1426050769730,37.499572,139.933493,4,-0.009,-0.533,9.447,2.0
1426050769831,37.49957,139.933493,4,0.064,-0.418,9.564,2.0
1426050769931,37.499569,139.933493,4,0.078,-0.344,9.668,2.0
1426050770032,37.499568,139.933493,4,0.055,-0.257,9.658,2.0
1426050770128,37.499566,139.933492,4,0.044,-0.163,9.552,2.0
1426050770228,37.499565,139.933492,4,0.07,-0.073,9.448,2.0
1426050770329,37.499563,139.933492,4,0.089,-0.021,9.518,2.0
1426050770430,37.499562,139.933491,4,0.12,-0.026,9.628,2.0
1426050770530,37.499561,139.933491,4,0.157,-0.02,9.599,2.0
1426050770631,37.499559,139.93349,4,0.148,-0.0,9.551,2.0
1426050770732,37.499558,139.93349,4,0.149,0.033,9.546,2.0
1426050770828,37.499556,139.93349,4,0.158,0.047,9.555,2.0
1426050770928,37.499555,139.933489,4,0.146,0.056,9.573,2.0
1426050771029,37.499554,139.933489,4,0.126,0.077,9.596,1.973
1426050771130,37.499553,139.933489,4,0.087,0.065,9.528,1.883
1426050771231,37.499552,139.933488,4,0.06,0.071,9.504,1.796
1426050771331,37.499551,139.933488,4,0.032,0.007,9.527,1.713
1426050771432,37.49955,139.933488,4,0.061,-0.038,9.555,1.634
1426050771533,37.499549,139.933487,4,0.112,-0.07,9.579,1.557
1426050771628,37.499548,139.933487,4,0.171,-0.06,9.631,1.489
1426050771729,37.499547,139.933487,4,0.217,-0.021,9.625,1.419
1426050771830,37.499546,139.933486,4,0.225,0.04,9.56,1.353
1426050771930,37.499545,139.933486,4,0.21,0.043,9.514,1.291
1426050772031,37.499545,139.933486,4,0.203,0.067,9.557,1.25
1426050772132,37.499544,139.933485,4,0.16,0.064,9.598,1.25
1426050772232,37.499542,139.933485,4,0.109,0.067,9.584,1.25
1426050772328,37.499541,139.933484,4,0.091,0.066,9.514,1.25
1426050772429,37.49954,139.933484,4,0.095,0.065,9.525,1.25
1426050772529,37.499539,139.933483,4,0.116,0.085,9.586,1.25
1426050772630,37.499538,139.933483,4,0.118,0.092,9.597,1.25
1426050772731,37.499537,139.933482,4,0.124,0.077,9.533,1.25
1426050772832,37.499536,139.933482,4,0.153,0.09,9.562,1.25
1426050772932,37.499535,139.933481,4,0.157,0.074,9.548,1.25
1426050773028,37.499534,139.933481,5,0.171,0.083,9.516,1.25
1426050773129,37.499533,139.93348,5,0.183,0.09,9.544,1.25
1426050773229,37.499531,139.93348,5,0.167,0.088,9.62,1.25
1426050773330,37.49953,139.933479,5,0.11,0.094,9.609,1.25
1426050773431,37.499529,139.933479,5,0.064,0.072,9.538,1.25
1426050773531,37.499528,139.933478,5,0.056,0.013,9.528,1.25
1426050773632,37.499527,139.933478,5,0.082,-0.039,9.535,1.25
1426050773728,37.499526,139.933477,5,0.116,-0.072,9.596,1.25
1426050773829,37.499525,139.933477,5,0.128,-0.055,9.632,1.25
