measurement_ms,latitude,longitude,gps_error_meter,accel_x_transverse,accel_y_longitudinal,accel_z_vertical,speed
1423524928089,37.545663,139.930676,12,0.712,1.301,9.952,8.424
1423524928190,37.545656,139.930675,12,0.604,1.243,9.858,8.399
1423524928290,37.545649,139.930673,12,0.556,1.084,9.844,8.374
1423524928386,37.545642,139.930672,12,0.528,1.158,9.768,8.35
1423524928487,37.545635,139.930671,12,0.526,1.222,9.61,8.325
1423524928587,37.545627,139.93067,12,0.507,1.113,9.208,8.3
1423524928688,37.54562,139.930669,12,0.437,0.981,9.539,8.275
1423524928789,37.545613,139.930668,12,0.269,0.911,9.984,8.25
1423524928890,37.545607,139.930668,12,0.285,0.811,9.612,8.225
1423524928990,37.5456,139.930668,12,0.41,0.741,9.493,8.199
1423524929091,37.545594,139.930667,12,0.486,0.448,9.688,8.174
1423524929187,37.545587,139.930667,12,0.586,0.224,9.853,8.15
1423524929286,37.545581,139.930667,12,0.612,0.335,9.763,8.125
1423524929388,37.545574,139.930667,12,0.647,0.45,9.486,8.1
1423524929487,37.545568,139.930667,12,0.696,0.391,9.39,8.075
1423524929590,37.545562,139.930666,12,0.682,0.43,9.857,8.049
1423524929688,37.545555,139.930666,12,0.687,0.452,10.02,8.025
1423524929786,37.545549,139.930666,12,0.637,0.393,9.83,8.001
1423524929886,37.545543,139.930664,12,0.683,0.24,9.692,7.951
1423524929987,37.545537,139.930663,12,0.669,0.317,9.69,7.899
1423524930088,37.54553,139.930661,12,0.474,0.388,9.666,7.848
1423524930189,37.545524,139.930659,12,0.447,0.357,9.85,7.797
1423524930289,37.545518,139.930658,12,0.345,0.291,9.974,7.746
1423524930390,37.545512,139.930656,12,0.327,0.301,9.988,7.696
1423524930486,37.545506,139.930655,12,0.294,0.347,9.976,7.649
1423524930586,37.5455,139.930653,12,0.445,0.358,9.518,7.599
1423524930687,37.545494,139.930652,12,0.469,0.349,9.586,7.55
1423524930788,37.545488,139.93065,12,0.465,0.437,10.075,7.501
1423524930889,37.545482,139.930648,11,0.431,0.589,10.072,7.395
1423524930989,37.545476,139.930647,11,0.309,0.415,9.522,7.29
1423524931090,37.54547,139.930645,11,0.182,0.461,9.633,7.185
1423524931186,37.545464,139.930643,11,0.215,0.422,10.034,7.087
1423524931286,37.545459,139.930642,11,0.277,0.298,9.952,6.986
1423524931387,37.545453,139.93064,11,0.275,0.259,9.686,6.886
1423524931488,37.545447,139.930639,11,0.286,0.239,9.804,6.787
1423524931589,37.545442,139.930637,11,0.246,0.232,9.811,6.69
1423524931689,37.545436,139.930636,11,0.287,0.253,9.824,6.595
1423524931790,37.545431,139.930634,11,0.298,0.282,9.898,6.5
