measurement_ms,latitude,longitude,gps_error_meter,accel_x_transverse,accel_y_longitudinal,accel_z_vertical,speed
1418859185570,37.545079,139.937947,4,0.003,0.134,10.081,10.24
1418859185671,37.545079,139.937958,4,-0.144,0.213,10.242,10.214
1418859185772,37.545079,139.93797,4,-0.21,0.167,10.217,10.189
1418859185872,37.545079,139.937982,4,-0.209,0.143,9.969,10.164
1418859185973,37.545079,139.937993,4,-0.153,0.093,10.008,10.138
1418859186074,37.545078,139.938005,4,-0.103,0.114,10.027,10.113
1418859186174,37.545078,139.938016,4,-0.181,0.063,9.883,10.088
1418859186270,37.545078,139.938027,4,-0.203,0.098,9.874,10.064
1418859186371,37.545078,139.938039,4,-0.245,0.066,10.13,10.039
1418859186471,37.545078,139.93805,4,-0.227,0.003,10.267,10.015
1418859186572,37.545078,139.938062,3,-0.187,0.002,10.178,9.989
1418859186673,37.545078,139.938073,3,-0.204,-0.057,10.104,9.964
1418859186774,37.545078,139.938084,3,-0.12,0.029,10.18,9.938
1418859186874,37.545077,139.938095,3,-0.2,0.072,10.149,9.913
1418859186970,37.545077,139.938106,3,-0.17,0.095,10.085,9.889
1418859187071,37.545077,139.938117,3,-0.135,0.076,10.087,9.864
1418859187171,37.545077,139.938128,3,-0.111,0.061,9.989,9.839
1418859187272,37.545077,139.938139,3,-0.147,0.01,10.121,9.814
1418859187373,37.545076,139.93815,3,-0.102,0.021,10.01,9.789
1418859187473,37.545076,139.938161,3,-0.134,0.03,10.12,9.764
1418859187574,37.545076,139.938172,5,-0.075,0.055,10.235,9.761
1418859187670,37.545075,139.938182,5,-0.059,0.096,10.128,9.785
1418859187771,37.545074,139.938193,5,-0.084,0.16,10.014,9.81
1418859187871,37.545073,139.938203,5,-0.121,0.142,10.094,9.835
1418859187972,37.545072,139.938214,5,-0.11,0.161,10.011,9.86
1418859188073,37.545071,139.938225,5,-0.107,0.202,9.99,9.885
1418859188173,37.54507,139.938235,5,-0.07,0.213,10.193,9.91
1418859188274,37.545069,139.938246,5,-0.101,0.178,10.038,9.935
1418859188370,37.545068,139.938257,5,0.008,0.149,9.997,9.96
1418859188471,37.545067,139.938268,5,-0.015,0.237,9.959,9.985
1418859188571,37.545066,139.938279,5,0.11,0.192,9.979,9.99
1418859193571,37.545054,139.93884,5,0.105,0.191,9.996,10.0
1418859193672,37.545054,139.938852,5,-0.012,0.079,10.107,10.0
1418859193773,37.545054,139.938865,5,-0.086,0.073,10.133,10.0
1418859193873,37.545054,139.938877,5,-0.143,0.101,10.292,10.0
1418859193974,37.545054,139.938889,5,-0.201,0.119,10.307,10.0
1418859194070,37.545054,139.938901,5,-0.227,0.147,10.176,10.0
1418859194171,37.545054,139.938913,5,-0.227,0.141,9.964,10.0
1418859194271,37.545054,139.938925,5,-0.23,0.149,9.975,10.0
1418859194372,37.545054,139.938938,5,-0.206,0.187,10.083,10.0
