measurement_ms	latitude	longitude	gps_error_meter	accel_x_transverse	accel_y_longitudinal	accel_z_vertical	speed
1424823978430	37.492052	139.918478	4	0.204	0.566	9.504	4.250
1424823978531	37.492056	139.918481	4	0.164	0.247	9.474	4.250
1424823978632	37.492060	139.918483	4	0.139	0.048	9.629	4.250
1424823978732	37.492064	139.918486	4	0.166	0.024	9.556	4.250
1424823978833	37.492068	139.918489	4	0.277	0.029	9.375	4.250
1424823978929	37.492072	139.918491	4	0.347	0.086	9.474	4.250
1424823979030	37.492076	139.918494	4	0.336	0.112	9.532	4.250
1424823979130	37.492080	139.918496	4	0.353	0.166	9.473	4.250
1424823979231	37.492085	139.918499	4	0.401	0.190	9.476	4.250
1424823979332	37.492089	139.918502	4	0.392	0.182	9.525	4.250
1424823979432	37.492093	139.918504	4	0.404	0.172	9.625	4.250
1424823979533	37.492097	139.918507	4	0.328	0.222	9.490	4.268
1424823979629	37.492101	139.918510	4	0.221	0.260	9.363	4.291
1424823979729	37.492105	139.918512	4	0.199	0.219	9.472	4.316
1424823979830	37.492109	139.918515	4	0.333	0.167	9.530	4.341
1424823979931	37.492113	139.918518	4	0.456	0.103	9.493	4.366
1424823980032	37.492117	139.918521	4	0.506	-0.012	9.641	4.391
1424823980132	37.492121	139.918524	4	0.480	0.000	9.489	4.416
1424823980233	37.492125	139.918527	4	0.409	0.049	9.415	4.442
1424823980329	37.492129	139.918529	4	0.437	-0.044	9.518	4.466
1424823980429	37.492134	139.918532	4	0.374	-0.065	9.507	4.492
1424823980530	37.492138	139.918535	4	0.330	-0.081	9.568	4.500
1424823980631	37.492142	139.918538	4	0.337	-0.100	9.601	4.500
1424823980731	37.492146	139.918541	4	0.339	-0.083	9.474	4.500
1424823980832	37.492150	139.918544	4	0.348	-0.115	9.500	4.500
1424823980933	37.492153	139.918547	4	0.323	-0.221	9.583	4.500
1424823981029	37.492157	139.918550	4	0.292	-0.239	9.609	4.500
1424823981129	37.492161	139.918553	4	0.230	-0.157	9.454	4.500
1424823981230	37.492165	139.918556	4	0.191	-0.096	9.408	4.500
1424823981331	37.492169	139.918559	4	0.265	-0.148	9.570	4.500
1424823981431	37.492173	139.918562	4	0.370	-0.254	9.621	4.500
1424823981532	37.492177	139.918565	4	0.370	-0.241	9.455	4.518
1424823981633	37.492181	139.918568	4	0.311	-0.165	9.271	4.542
1424823981733	37.492186	139.918571	4	0.283	-0.244	9.612	4.567
1424823981829	37.492190	139.918574	4	0.245	-0.243	9.720	4.591
1424823981930	37.492194	139.918577	4	0.252	-0.296	9.686	4.616
1424823982031	37.492198	139.918580	4	0.214	-0.154	9.292	4.641
1424823982131	37.492203	139.918584	4	0.230	-0.113	9.461	4.666
1424823982232	37.492207	139.918587	4	0.223	-0.126	9.549	4.692
1424823982333	37.492211	139.918590	4	0.244	-0.058	9.510	4.718
1424823982433	37.492216	139.918593	4	0.247	-0.073	9.552	4.743
1424823982529	37.492220	139.918596	4	0.229	-0.002	9.503	4.750
1424823982630	37.492224	139.918599	4	0.213	-0.018	9.499	4.750
1424823982731	37.492228	139.918602	4	0.156	-0.017	9.577	4.750
1424823982831	37.492232	139.918606	4	0.071	0.093	9.447	4.750
1424823982932	37.492236	139.918609	4	0.070	0.096	9.542	4.750
1424823983033	37.492240	139.918612	4	0.032	0.074	9.570	4.750
1424823983133	37.492244	139.918615	4	-0.012	0.104	9.524	4.750
1424823983229	37.492248	139.918618	4	0.118	0.094	9.460	4.750
1424823983330	37.492252	139.918621	4	0.199	0.098	9.449	4.750
1424823983430	37.492256	139.918624	4	0.162	0.055	9.611	4.750
1424823983531	37.492260	139.918627	5	0.104	0.066	9.604	4.750
1424823983632	37.492263	139.918630	5	0.041	0.081	9.479	4.750
1424823983733	37.492267	139.918633	5	0.045	0.150	9.495	4.750
1424823983833	37.492270	139.918635	5	0.107	0.112	9.625	4.750
1424823983929	37.492274	139.918638	5	0.109	0.059	9.635	4.750
1424823984030	37.492278	139.918641	5	0.123	0.095	9.469	4.750
1424823984130	37.492281	139.918644	5	0.159	0.138	9.371	4.750
1424823984231	37.492285	139.918647	5	0.178	0.172	9.450	4.750
1424823984332	37.492288	139.918649	5	0.178	0.130	9.562	4.750
1424823984432	37.492292	139.918652	5	0.183	0.067	9.599	4.750
1424823984533	37.492296	139.918655	5	0.110	0.140	9.407	4.750
1424823984629	37.492300	139.918659	5	0.080	0.210	9.407	4.750
1424823984730	37.492305	139.918662	5	0.049	0.150	9.558	4.750
1424823984830	37.492309	139.918665	5	0.044	0.058	9.649	4.750
1424823984931	37.492313	139.918669	5	0.113	0.058	9.480	4.750
1424823985032	37.492318	139.918672	5	0.146	0.088	9.419	4.750
1424823985132	37.492322	139.918675	5	0.189	0.098	9.476	4.750
