measurement_ms	latitude	longitude	gps_error_meter	accel_x_transverse	accel_y_longitudinal	accel_z_vertical	speed
1425342219641	37.490893	139.925290	5	-0.034	0.154	9.506	8.430
1425342219742	37.490895	139.925280	12	-0.067	0.123	9.383	8.500
1425342219842	37.490901	139.925268	12	-0.135	0.045	9.283	8.500
1425342219938	37.490907	139.925255	12	-0.105	0.003	9.266	8.500
1425342220039	37.490913	139.925242	12	-0.019	0.025	9.620	8.500
1425342220139	37.490920	139.925229	12	-0.059	-0.121	9.646	8.500
1425342220240	37.490926	139.925216	12	-0.031	-0.077	9.525	8.500
1425342220341	37.490932	139.925203	12	-0.155	-0.079	9.628	8.500
1425342220441	37.490939	139.925190	12	-0.174	-0.184	9.556	8.500
1425342220542	37.490945	139.925177	12	-0.145	-0.051	9.404	8.500
1425342220638	37.490951	139.925165	12	-0.170	0.033	9.486	8.500
1425342220739	37.490957	139.925152	12	-0.154	-0.007	9.465	8.500
1425342220839	37.490959	139.925143	12	-0.132	-0.031	9.462	8.500
1425342220940	37.490961	139.925133	12	-0.021	-0.020	9.504	8.500
1425342221041	37.490963	139.925124	12	0.060	-0.083	9.338	8.500
1425342221141	37.490965	139.925114	12	0.056	-0.025	9.280	8.500
1425342221242	37.490967	139.925105	12	-0.038	0.059	9.269	8.500
1425342221338	37.490969	139.925096	12	-0.028	-0.168	9.858	8.500
1425342221438	37.490970	139.925086	12	-0.008	-0.289	9.761	8.500
1425342221539	37.490972	139.925077	12	0.031	-0.168	9.506	8.500
1425342221640	37.490974	139.925067	12	0.071	-0.086	9.517	8.500
1425342221741	37.490976	139.925058	10	-0.144	0.019	8.867	8.485
1425342221841	37.490973	139.925054	10	-0.125	0.004	9.265	8.351
1425342221942	37.490970	139.925049	10	0.059	-0.122	9.780	8.218
1425342222038	37.490967	139.925044	10	-0.011	-0.114	9.352	8.094
1425342222138	37.490964	139.925040	10	0.137	-0.202	9.566	7.966
1425342222239	37.490961	139.925035	10	-0.143	-0.253	9.203	7.839
1425342222340	37.490958	139.925031	10	0.051	-0.181	9.309	7.714
1425342222440	37.490956	139.925026	10	0.199	-0.203	9.720	7.592
1425342222541	37.490953	139.925022	10	0.196	-0.555	10.372	7.471
1425342222642	37.490950	139.925018	10	0.280	-0.451	10.164	7.352
1425342222738	37.490948	139.925013	10	0.108	0.033	8.903	7.250
1425342222838	37.490949	139.925005	10	-0.077	0.147	8.997	7.250
1425342222939	37.490950	139.924997	10	-0.055	-0.067	9.658	7.250
1425342223040	37.490951	139.924989	10	0.051	-0.058	10.047	7.250
1425342223140	37.490952	139.924981	10	-0.005	0.078	9.678	7.250
1425342223241	37.490953	139.924973	10	0.019	-0.113	9.063	7.250
1425342223342	37.490954	139.924964	10	0.079	-0.376	9.351	7.250
1425342223443	37.490954	139.924956	10	0.010	-0.265	9.850	7.250
1425342223538	37.490955	139.924949	10	-0.116	0.033	9.564	7.250
1425342223639	37.490956	139.924940	10	-0.155	0.078	9.251	7.250
1425342223740	37.490957	139.924932	6	-0.169	-0.058	9.321	7.247
1425342223840	37.490960	139.924924	6	-0.110	-0.098	9.584	7.222
1425342223941	37.490962	139.924916	6	-0.039	0.058	9.471	7.197
1425342224042	37.490964	139.924908	6	-0.067	0.185	9.101	7.171
1425342224142	37.490967	139.924900	6	-0.056	0.087	9.146	7.146
1425342224243	37.490969	139.924892	6	-0.040	-0.204	9.731	7.121
1425342224339	37.490971	139.924884	6	-0.030	-0.079	9.560	7.097
1425342224438	37.490973	139.924876	6	-0.175	-0.004	9.430	7.072
1425342224540	37.490976	139.924868	6	-0.268	-0.148	9.679	7.047
1425342224639	37.490978	139.924860	6	-0.271	-0.242	9.850	7.022
1425342224742	37.490980	139.924852	6	-0.231	0.047	9.413	6.997
1425342224841	37.490981	139.924846	6	-0.187	0.236	8.993	6.972
1425342224938	37.490982	139.924840	6	-0.056	0.136	9.261	6.947
1425342225039	37.490983	139.924834	6	0.031	-0.004	9.808	6.922
1425342225139	37.490984	139.924828	6	-0.122	0.034	9.680	6.897
1425342225240	37.490985	139.924822	6	-0.117	0.075	9.321	6.871
1425342225341	37.490986	139.924816	6	0.108	-0.016	9.225	6.846
1425342225442	37.490987	139.924810	6	-0.034	0.023	9.152	6.821
1425342225542	37.490988	139.924804	6	0.009	-0.036	9.668	6.796
1425342225638	37.490989	139.924798	6	0.146	-0.101	9.869	6.773
1425342225739	37.490990	139.924793	9	0.245	-0.029	9.460	6.748
1425342225839	37.490987	139.924788	9	0.207	-0.003	9.358	6.722
1425342225940	37.490984	139.924783	9	0.015	-0.049	9.354	6.697
1425342226041	37.490982	139.924779	9	-0.022	-0.075	9.378	6.671
1425342226141	37.490979	139.924774	9	-0.112	0.102	9.621	6.646
1425342226242	37.490977	139.924770	9	-0.131	0.116	9.622	6.621
1425342226338	37.490974	139.924765	9	-0.049	-0.039	9.590	6.597
1425342226439	37.490971	139.924761	9	0.076	-0.084	9.545	6.572
1425342226539	37.490969	139.924756	9	0.026	0.017	9.406	6.547
1425342232637	37.491017	139.924344	7	-0.093	0.096	9.371	6.726
1425342237637	37.491013	139.924001	8	-0.103	0.099	9.374	6.500
1425342247638	37.491066	139.923279	5	-0.112	0.102	9.377	7.000
1425342247738	37.491067	139.923271	6	-0.094	0.059	9.336	6.996
1425342247839	37.491067	139.923263	6	-0.046	-0.012	9.339	6.944
1425342247940	37.491068	139.923254	6	-0.093	-0.087	9.443	6.892
1425342248040	37.491068	139.923245	6	-0.088	-0.134	9.633	6.841
1425342248141	37.491069	139.923237	6	-0.056	-0.073	9.438	6.790
1425342248242	37.491069	139.923228	6	-0.028	-0.032	9.277	6.739
1425342248338	37.491069	139.923220	6	-0.004	-0.080	9.416	6.692
1425342248438	37.491070	139.923212	6	0.006	-0.098	9.453	6.642
1425342248539	37.491070	139.923204	6	0.032	-0.095	9.448	6.593
1425342248640	37.491071	139.923195	6	0.038	-0.134	9.607	6.543
1425342248740	37.491071	139.923187	6	0.002	-0.080	9.504	6.497
1425342248841	37.491072	139.923180	6	0.000	-0.133	9.449	6.472
1425342248942	37.491072	139.923174	6	0.055	-0.125	9.543	6.446
1425342249038	37.491073	139.923167	6	0.146	-0.068	9.497	6.422
1425342249138	37.491073	139.923160	6	0.167	-0.168	9.465	6.397
1425342249239	37.491074	139.923154	6	0.235	-0.047	9.604	6.372
1425342249340	37.491074	139.923147	6	0.189	0.029	9.473	6.346
1425342249440	37.491075	139.923140	6	0.287	-0.063	9.428	6.321
1425342249541	37.491075	139.923133	6	0.158	-0.013	9.474	6.296
1425342265634	37.491250	139.921948	6	0.160	-0.102	9.499	7.500
1425342265639	37.491250	139.921948	6	0.170	-0.102	9.510	7.500
1425342265740	37.491251	139.921939	8	0.237	-0.102	9.609	7.495
1425342265841	37.491251	139.921933	8	0.250	-0.053	9.490	7.443
1425342265941	37.491252	139.921926	8	0.251	-0.049	9.231	7.392
1425342266042	37.491252	139.921920	8	0.217	-0.101	9.334	7.340
1425342266138	37.491252	139.921914	8	0.243	-0.285	9.829	7.292
1425342266238	37.491253	139.921907	8	0.324	-0.386	10.041	7.242
1425342266339	37.491253	139.921901	8	0.327	-0.311	9.573	7.191
1425342266440	37.491253	139.921895	8	0.321	-0.236	9.168	7.141
1425342266541	37.491253	139.921889	8	0.397	-0.244	9.285	7.092
1425342266641	37.491254	139.921882	8	0.392	-0.232	9.674	7.043
1425342266742	37.491254	139.921876	8	0.299	-0.137	9.685	7.000
1425342266838	37.491255	139.921867	8	0.186	-0.175	9.587	7.000
1425342266943	37.491255	139.921857	8	0.039	-0.226	9.461	7.000
1425342267039	37.491256	139.921848	8	0.055	-0.101	9.071	7.000
1425342267138	37.491256	139.921839	8	0.123	-0.107	9.066	7.000
