measurement_ms	latitude	longitude	gps_error_meter	accel_x_transverse	accel_y_longitudinal	accel_z_vertical	speed
1425178922126	37.507055	139.930313	7	0.526	0.036	9.756	2.550
1425178922227	37.507056	139.930315	7	0.604	0.074	9.724	2.550
1425178922327	37.507058	139.930317	7	0.564	0.159	9.312	2.550
1425178922428	37.507059	139.930319	7	0.596	0.084	9.398	2.550
1425178922529	37.507060	139.930321	7	0.636	0.042	9.589	2.542
1425178922629	37.507061	139.930324	7	0.707	0.050	9.723	2.516
1425178922730	37.507061	139.930326	7	0.772	0.095	9.488	2.490
1425178922826	37.507062	139.930329	7	0.803	0.035	9.392	2.466
1425178922927	37.507062	139.930332	7	0.848	-0.009	9.466	2.440
1425178923027	37.507063	139.930335	7	0.845	0.039	9.576	2.415
1425178923128	37.507063	139.930337	7	0.830	0.103	9.500	2.390
1425178923229	37.507064	139.930340	7	0.861	0.115	9.531	2.365
1425178923329	37.507064	139.930343	7	0.922	0.079	9.596	2.341
1425178923430	37.507065	139.930345	7	0.862	0.023	9.493	2.317
1425178923526	37.507065	139.930348	7	0.847	0.065	9.565	2.306
1425178923627	37.507065	139.930351	7	0.786	0.040	9.580	2.330
1425178923727	37.507064	139.930354	7	0.763	0.081	9.315	2.354
1425178923828	37.507064	139.930357	7	0.672	0.022	9.437	2.379
1425178923929	37.507063	139.930361	7	0.740	-0.017	9.940	2.404
1425178924029	37.507063	139.930364	7	0.758	-0.046	9.769	2.429
1425178924130	37.507063	139.930367	7	0.755	0.053	9.428	2.454
1425178924226	37.507062	139.930371	7	0.739	0.084	9.403	2.479
1425178924326	37.507062	139.930374	7	0.635	0.058	9.566	2.505
1425178924427	37.507061	139.930377	7	0.485	0.129	9.550	2.531
1425178924528	37.507061	139.930381	7	0.353	0.243	9.399	2.550
1425178924628	37.507060	139.930384	7	0.338	0.173	9.538	2.550
1425178924729	37.507059	139.930388	7	0.370	0.114	9.645	2.550
1425178924830	37.507058	139.930392	7	0.341	0.180	9.491	2.550
1425178924926	37.507057	139.930395	7	0.249	0.145	9.376	2.550
1425178925026	37.507056	139.930398	7	0.158	0.284	9.719	2.550
1425178925127	37.507055	139.930402	7	0.214	0.294	9.597	2.550
1425178925228	37.507054	139.930405	7	0.344	0.307	9.440	2.550
1425178925328	37.507054	139.930409	7	0.351	0.308	9.338	2.550
1425178932423	37.506969	139.930654	6	0.293	0.268	9.568	3.249
1425178932428	37.506969	139.930655	6	0.297	0.276	9.576	3.252
1425178932529	37.506968	139.930659	5	0.258	0.216	9.631	3.297
1425178932630	37.506966	139.930664	5	0.158	0.205	9.545	3.321
1425178932730	37.506965	139.930668	5	0.021	0.160	9.516	3.346
1425178932826	37.506964	139.930672	5	0.097	0.044	9.655	3.369
1425178932927	37.506962	139.930677	5	0.170	0.046	9.524	3.395
1425178933028	37.506961	139.930681	5	0.245	0.043	9.476	3.420
1425178933128	37.506959	139.930686	5	0.292	0.062	9.390	3.445
1425178933229	37.506958	139.930690	5	0.284	0.054	9.437	3.470
1425178933330	37.506956	139.930695	5	0.220	-0.019	9.492	3.496
1425178933430	37.506955	139.930700	5	0.204	-0.034	9.720	3.522
1425178933526	37.506954	139.930704	5	0.089	0.086	9.611	3.533
1425178933627	37.506953	139.930708	5	0.115	0.105	9.466	3.507
1425178933727	37.506951	139.930713	5	0.188	0.036	9.576	3.482
1425178933828	37.506950	139.930717	5	0.239	-0.039	9.639	3.456
1425178933929	37.506949	139.930721	5	0.261	-0.050	9.588	3.431
1425178934030	37.506948	139.930725	5	0.253	-0.009	9.482	3.405
1425178934130	37.506947	139.930729	5	0.207	0.029	9.453	3.380
1425178934226	37.506946	139.930733	5	0.091	0.039	9.464	3.357
1425178934327	37.506945	139.930737	5	0.101	0.016	9.585	3.332
1425178934427	37.506944	139.930741	5	0.089	0.086	9.490	3.308
1425178934528	37.506943	139.930745	5	0.117	0.113	9.466	3.290
1425178934629	37.506942	139.930749	5	0.294	-0.023	9.641	3.290
1425178934730	37.506941	139.930753	5	0.313	-0.061	9.515	3.290
1425178934830	37.506940	139.930757	5	0.273	0.043	9.451	3.290
1425178934926	37.506939	139.930761	5	0.272	0.083	9.524	3.290
1425178935027	37.506938	139.930765	5	0.184	0.079	9.620	3.290
1425178935127	37.506937	139.930769	5	0.128	0.028	9.504	3.290
1425178935228	37.506936	139.930773	5	0.111	0.042	9.516	3.290
1425178935329	37.506935	139.930777	5	0.137	0.035	9.546	3.290
1425178935429	37.506934	139.930781	5	0.113	0.074	9.546	3.290
1425178935530	37.506933	139.930785	5	0.132	0.043	9.563	3.290
1425178935626	37.506932	139.930789	5	0.177	0.073	9.501	3.290
1425178935732	37.506931	139.930793	5	0.325	0.034	9.588	3.290
1425178935827	37.506930	139.930796	5	0.407	0.025	9.527	3.290
1425178935926	37.506930	139.930800	5	0.333	0.095	9.348	3.290
1425178936029	37.506929	139.930804	5	0.216	0.052	9.556	3.290
1425178936128	37.506928	139.930808	5	0.072	0.075	9.590	3.290
1425178936230	37.506927	139.930812	5	0.032	0.148	9.384	3.290
1425178936326	37.506926	139.930815	5	0.137	0.044	9.568	3.290
1425178936426	37.506926	139.930819	5	0.192	-0.016	9.672	3.290
1425178936527	37.506925	139.930823	5	0.322	0.046	9.344	3.283
1425178936628	37.506924	139.930827	5	0.351	0.054	9.442	3.257
1425178936729	37.506923	139.930830	5	0.434	-0.033	9.613	3.231
1425178936829	37.506922	139.930834	5	0.543	-0.161	9.741	3.206
1425178936930	37.506921	139.930837	5	0.353	0.085	9.337	3.180
1425178937026	37.506921	139.930841	5	0.167	0.252	9.109	3.156
1425178937126	37.506920	139.930844	5	0.002	0.117	9.444	3.131
1425178937227	37.506919	139.930848	5	-0.154	0.016	9.777	3.106
1425178937328	37.506918	139.930851	5	-0.215	0.052	9.721	3.082
1425178937428	37.506918	139.930855	5	-0.113	0.158	9.398	3.057
1425178937529	37.506917	139.930858	5	0.062	0.163	9.437	3.033
1425178937630	37.506916	139.930861	5	0.289	0.022	9.620	3.008
1425178937726	37.506915	139.930864	5	0.414	-0.085	9.559	2.984
1425178937826	37.506915	139.930868	5	0.419	-0.156	9.456	2.960
1425178937927	37.506914	139.930871	5	0.323	-0.211	9.468	2.935
1425178938028	37.506913	139.930874	5	0.274	-0.222	9.684	2.911
1425178938128	37.506913	139.930877	5	0.236	-0.184	9.487	2.887
1425178938229	37.506912	139.930881	5	0.103	-0.176	9.301	2.863
1425178938330	37.506911	139.930884	5	-0.022	-0.176	9.490	2.839
1425178938426	37.506910	139.930887	5	-0.044	-0.063	9.581	2.817
1425178938526	37.506910	139.930890	4	-0.074	-0.070	9.692	2.793
1425178938627	37.506909	139.930893	4	-0.041	-0.010	9.494	2.767
1425178938728	37.506908	139.930896	4	0.027	-0.041	9.409	2.741
1425178938828	37.506908	139.930899	4	0.102	-0.103	9.505	2.715
1425178938929	37.506907	139.930902	4	0.209	-0.099	9.549	2.690
1425178939030	37.506906	139.930905	4	0.308	-0.062	9.475	2.665
1425178939130	37.506906	139.930908	4	0.341	-0.085	9.463	2.640
1425178939226	37.506905	139.930910	4	0.300	-0.172	9.500	2.616
1425178939327	37.506904	139.930913	4	0.185	-0.246	9.529	2.592
1425178939428	37.506903	139.930916	4	0.064	-0.308	9.605	2.567
1425178939528	37.506903	139.930919	4	0.022	-0.284	9.556	2.543
1425178939629	37.506902	139.930922	4	0.051	-0.212	9.461	2.516
1425178939730	37.506901	139.930924	4	0.111	-0.271	9.482	2.490
1425178939830	37.506901	139.930927	4	0.143	-0.344	9.562	2.465
1425178939926	37.506900	139.930929	4	0.195	-0.403	9.574	2.440
1425178940027	37.506899	139.930932	4	0.218	-0.295	9.496	2.415
1425178940127	37.506899	139.930935	4	0.149	-0.338	9.440	2.390
1425178940228	37.506898	139.930937	4	0.103	-0.390	9.541	2.365
1425178940329	37.506897	139.930940	4	0.050	-0.398	9.533	2.341
1425178940430	37.506896	139.930942	4	-0.025	-0.377	9.450	2.317
1425178940530	37.506896	139.930945	4	0.058	-0.390	9.388	2.300
1425178940626	37.506895	139.930947	4	0.049	-0.563	9.546	2.300
1425178940727	37.506894	139.930949	4	-0.039	-0.643	9.747	2.300
1425178940827	37.506893	139.930952	4	-0.013	-0.630	9.523	2.300
1425178940928	37.506893	139.930954	4	0.061	-0.728	9.563	2.300
1425178941029	37.506892	139.930956	4	0.146	-0.762	9.595	2.300
1425178941130	37.506891	139.930958	4	0.077	-0.615	9.337	2.300
1425178941230	37.506890	139.930961	4	-0.002	-0.582	9.409	2.300
1425178941326	37.506889	139.930963	4	-0.003	-0.655	9.646	2.300
1425178941427	37.506889	139.930965	4	-0.002	-0.691	9.607	2.300
1425178941527	37.506888	139.930967	6	-0.044	-0.630	9.461	2.257
1425178941628	37.506887	139.930968	6	-0.045	-0.615	9.483	2.104
1425178941729	37.506887	139.930969	6	0.010	-0.581	9.550	1.958
1425178941829	37.506886	139.930970	6	0.027	-0.556	9.554	1.822
1425178941930	37.506885	139.930971	6	0.015	-0.529	9.567	1.693
1425178942026	37.506885	139.930971	6	0.012	-0.378	9.614	1.578
1425178942126	37.506884	139.930972	6	0.044	-0.164	9.567	1.466
1425178942227	37.506884	139.930973	6	0.098	0.011	9.517	1.361
1425178942328	37.506884	139.930973	6	0.140	0.083	9.522	1.265
1425178942429	37.506883	139.930974	6	0.159	0.097	9.553	1.177
1425178942529	37.506883	139.930974	6	0.192	0.167	9.542	1.113
1425178942630	37.506883	139.930975	6	0.230	0.306	9.541	1.089
1425178942726	37.506882	139.930976	6	0.240	0.395	9.514	1.066
1425178942826	37.506882	139.930978	6	0.250	0.500	9.513	1.043
1425178942927	37.506882	139.930979	6	0.221	0.589	9.507	1.020
1425178943028	37.506881	139.930980	6	0.195	0.640	9.522	0.998
1425178943129	37.506881	139.930981	6	0.196	0.671	9.549	0.976
1425178943229	37.506881	139.930982	6	0.215	0.715	9.525	0.955
1425178943330	37.506880	139.930982	6	0.232	0.773	9.488	0.934
1425178948421	37.506868	139.931077	7	0.225	0.817	9.513	1.820
1425178948426	37.506868	139.931077	7	0.216	0.813	9.512	1.820
1425178948527	37.506868	139.931080	6	-0.082	0.475	9.390	1.820
1425178948627	37.506869	139.931082	6	-0.449	0.121	9.779	1.820
1425178948728	37.506870	139.931085	6	-0.646	-0.003	9.954	1.820
1425178948829	37.506870	139.931088	6	-0.560	0.251	9.428	1.820
1425178948929	37.506871	139.931090	6	-0.223	0.224	9.326	1.820
1425178949030	37.506872	139.931093	6	-0.058	0.042	9.757	1.820
1425178949126	37.506872	139.931095	6	-0.237	0.204	9.512	1.820
1425178949226	37.506873	139.931098	6	-0.340	0.506	9.197	1.820
