measurement_ms	latitude	longitude	gps_error_meter	accel_x_transverse	accel_y_longitudinal	accel_z_vertical	speed
1424763364383	37.506909	139.930709	6	0.064	0.438	9.563	3.750
1424763364483	37.506908	139.930713	6	0.122	0.267	9.630	3.750
1424763364584	37.506907	139.930718	6	0.171	0.167	9.570	3.750
1424763364680	37.506906	139.930722	6	0.227	0.134	9.479	3.750
1424763364780	37.506905	139.930727	6	0.233	0.117	9.352	3.750
1424763364881	37.506904	139.930731	6	0.264	0.067	9.403	3.750
1424763364982	37.506902	139.930736	6	0.326	-0.107	9.531	3.750
1424763365083	37.506901	139.930740	6	0.268	-0.091	9.642	3.750
1424763365183	37.506900	139.930745	6	0.183	0.009	9.564	3.750
1424763365284	37.506899	139.930749	6	0.196	-0.169	9.315	3.750
1424763365380	37.506898	139.930754	7	0.213	-0.296	9.527	3.750
1424763365480	37.506896	139.930758	7	0.323	-0.305	9.676	3.750
1424763365581	37.506895	139.930763	7	0.366	-0.191	9.461	3.750
1424763365682	37.506894	139.930767	7	0.249	-0.122	9.248	3.750
1424763365782	37.506893	139.930772	7	0.158	-0.191	9.429	3.750
1424763365883	37.506892	139.930776	7	0.158	-0.232	9.610	3.750
1424763365984	37.506891	139.930781	7	0.111	-0.120	9.442	3.750
1424763366080	37.506890	139.930785	7	0.167	-0.184	9.564	3.750
1424763366180	37.506889	139.930790	7	0.231	-0.230	9.617	3.750
1424763366281	37.506888	139.930794	7	0.330	-0.230	9.406	3.750
1424763366382	37.506886	139.930799	7	0.282	-0.196	9.370	3.750
1424763366482	37.506885	139.930803	7	0.233	-0.167	9.544	3.750
1424763366583	37.506884	139.930806	7	0.112	-0.181	9.514	3.750
1424763366684	37.506883	139.930810	7	0.042	-0.213	9.485	3.750
1424763366784	37.506881	139.930814	7	0.032	-0.201	9.510	3.750
1424763366880	37.506880	139.930818	7	0.060	-0.219	9.496	3.750
1424763366981	37.506879	139.930822	7	0.100	-0.263	9.513	3.750
1424763367082	37.506877	139.930826	7	0.161	-0.249	9.459	3.750
1424763367182	37.506876	139.930830	7	0.298	-0.333	9.592	3.750
1424763367283	37.506875	139.930834	7	0.308	-0.333	9.463	3.750
1424763367384	37.506873	139.930838	6	0.180	-0.241	9.320	3.739
1424763367484	37.506872	139.930841	6	0.089	-0.266	9.535	3.713
1424763367580	37.506871	139.930845	6	-0.003	-0.256	9.586	3.688
1424763367681	37.506870	139.930849	6	-0.104	-0.219	9.384	3.663
1424763367782	37.506869	139.930853	6	-0.004	-0.281	9.532	3.637
1424763367882	37.506867	139.930856	6	0.088	-0.317	9.612	3.612
1424763367983	37.506866	139.930860	6	0.164	-0.249	9.357	3.587
1424763368084	37.506865	139.930864	6	0.203	-0.228	9.416	3.562
1424763368184	37.506864	139.930867	6	0.209	-0.225	9.597	3.538
1424763368280	37.506863	139.930871	6	0.364	-0.355	9.683	3.515
1424763368381	37.506862	139.930874	5	0.370	-0.299	9.533	3.466
1424763368481	37.506861	139.930877	5	0.163	-0.027	9.205	3.383
1424763368582	37.506860	139.930880	5	0.034	-0.007	9.267	3.302
1424763368683	37.506859	139.930883	5	-0.079	-0.136	9.630	3.222
1424763368783	37.506858	139.930885	5	-0.182	-0.121	9.650	3.146
1424763368884	37.506857	139.930888	5	-0.190	-0.086	9.594	3.070
1424763368980	37.506856	139.930890	5	-0.105	-0.048	9.464	2.999
1424763369081	37.506855	139.930893	5	0.037	-0.001	9.409	2.927
1424763369181	37.506854	139.930895	5	0.214	-0.009	9.502	2.857
1424763369282	37.506853	139.930898	5	0.366	-0.073	9.559	2.789
1424763369383	37.506853	139.930900	4	0.398	-0.088	9.438	2.739
1424763369483	37.506852	139.930903	4	0.377	-0.066	9.462	2.713
1424763369584	37.506851	139.930906	4	0.253	-0.016	9.514	2.687
1424763369680	37.506850	139.930908	4	0.170	-0.031	9.626	2.662
1424763369781	37.506849	139.930911	4	0.165	-0.052	9.513	2.637
1424763369881	37.506849	139.930914	4	0.146	-0.129	9.394	2.612
1424763369982	37.506848	139.930917	4	0.059	-0.208	9.415	2.587
1424763370083	37.506847	139.930919	4	-0.029	-0.186	9.546	2.562
1424763370183	37.506846	139.930922	4	0.029	-0.136	9.408	2.538
1424763370284	37.506845	139.930925	4	0.023	-0.353	9.637	2.513
1424763370380	37.506845	139.930927	4	0.026	-0.352	9.548	2.489
1424763370485	37.506844	139.930930	4	0.046	-0.294	9.383	2.462
1424763370581	37.506844	139.930932	4	0.125	-0.333	9.451	2.437
1424763370680	37.506843	139.930935	4	0.142	-0.387	9.508	2.412
1424763370783	37.506842	139.930937	4	0.151	-0.389	9.537	2.386
1424763370882	37.506842	139.930940	4	0.161	-0.340	9.435	2.361
1424763370984	37.506841	139.930942	4	0.193	-0.368	9.468	2.336
1424763371080	37.506841	139.930945	4	0.167	-0.396	9.515	2.312
1424763371180	37.506840	139.930947	4	0.181	-0.430	9.512	2.288
1424763371281	37.506839	139.930950	4	0.160	-0.457	9.455	2.264
1424763371382	37.506839	139.930952	4	0.108	-0.470	9.474	2.239
1424763371482	37.506838	139.930954	4	0.071	-0.526	9.581	2.213
1424763371583	37.506838	139.930956	4	0.079	-0.575	9.550	2.187
1424763371684	37.506837	139.930959	4	0.109	-0.572	9.435	2.161
1424763371780	37.506837	139.930961	4	0.101	-0.574	9.449	2.136
1424763371880	37.506836	139.930963	4	0.098	-0.632	9.544	2.111
1424763371981	37.506836	139.930965	4	0.107	-0.697	9.546	2.086
1424763372082	37.506835	139.930967	4	0.110	-0.705	9.476	2.062
1424763372182	37.506835	139.930969	4	0.105	-0.718	9.522	2.038
1424763372283	37.506834	139.930971	4	0.089	-0.729	9.542	2.013
1424763372384	37.506834	139.930973	4	0.077	-0.669	9.475	1.960
1424763372485	37.506834	139.930974	4	0.191	-0.788	9.465	1.870
1424763372580	37.506833	139.930975	4	0.131	-0.781	9.588	1.788
1424763372681	37.506833	139.930977	4	-0.023	-0.741	9.580	1.705
1424763372782	37.506833	139.930978	4	-0.054	-0.629	9.506	1.626
1424763372882	37.506833	139.930979	4	0.016	-0.491	9.481	1.551
1424763372983	37.506833	139.930980	4	0.110	-0.425	9.502	1.478
1424763373084	37.506832	139.930981	4	0.139	-0.426	9.482	1.409
1424763373184	37.506832	139.930982	4	0.113	-0.437	9.469	1.344
