measurement_ms	latitude	longitude	gps_error_meter	accel_x_transverse	accel_y_longitudinal	accel_z_vertical	speed
1424994789607	37.545119	139.935138	5	-0.015	0.349	9.701	8.553
1424994789707	37.545119	139.935148	5	0.062	0.028	9.782	8.528
1424994789808	37.545119	139.935158	5	0.054	-0.213	10.089	8.503
1424994789909	37.545119	139.935167	5	0.134	-0.226	9.780	8.454
1424994790009	37.545118	139.935177	5	0.154	-0.184	9.599	8.403
1424994790105	37.545118	139.935186	5	0.143	-0.204	9.667	8.354
1424994790206	37.545117	139.935195	5	0.175	-0.188	9.821	8.303
1424994790306	37.545117	139.935204	5	0.163	-0.108	9.787	8.253
1424994790407	37.545116	139.935214	5	0.116	-0.100	9.627	8.203
1424994790508	37.545116	139.935223	5	0.092	-0.154	9.633	8.153
1424994790608	37.545115	139.935232	5	0.057	-0.157	9.689	8.103
1424994790709	37.545115	139.935241	5	0.066	-0.223	9.825	8.054
1424994790805	37.545114	139.935250	5	0.121	-0.210	9.688	8.007
1424994790906	37.545114	139.935259	4	0.169	-0.188	9.498	7.956
1424994791006	37.545113	139.935267	4	0.072	-0.270	9.828	7.905
1424994791107	37.545113	139.935276	4	0.031	-0.266	9.861	7.853
1424994791208	37.545112	139.935285	4	0.080	-0.139	9.626	7.802
1424994791308	37.545112	139.935293	4	0.138	-0.161	9.705	7.752
1424994791409	37.545111	139.935302	4	0.148	-0.174	9.600	7.702
1424994791505	37.545111	139.935310	4	0.238	-0.194	9.612	7.654
1424994791606	37.545110	139.935318	4	0.229	-0.165	9.812	7.604
1424994791706	37.545110	139.935327	4	0.106	-0.158	9.765	7.555
1424994791807	37.545109	139.935335	4	0.123	-0.164	9.577	7.506
1424994791908	37.545109	139.935343	4	0.160	-0.174	9.626	7.455
1424994792008	37.545109	139.935352	4	0.108	-0.259	9.929	7.403
1424994792109	37.545109	139.935360	4	0.097	-0.261	9.881	7.352
1424994792205	37.545109	139.935368	4	0.124	-0.118	9.581	7.303
1424994792305	37.545109	139.935376	4	0.136	-0.119	9.618	7.253
1424994792406	37.545108	139.935384	4	0.074	-0.179	9.720	7.203
1424994792507	37.545108	139.935392	4	0.093	-0.123	9.687	7.153
1424994792608	37.545108	139.935400	4	0.203	-0.078	9.756	7.103
1424994792708	37.545108	139.935408	4	0.207	-0.098	9.763	7.054
1424994792809	37.545108	139.935416	4	0.119	-0.130	9.674	7.005
1424994792905	37.545108	139.935424	4	0.127	-0.166	9.764	6.956
1424994793005	37.545108	139.935431	4	0.149	-0.134	9.761	6.905
1424994793106	37.545108	139.935439	4	0.148	-0.066	9.660	6.853
1424994793207	37.545108	139.935447	4	0.132	-0.069	9.682	6.802
1424994793308	37.545108	139.935454	4	0.146	-0.060	9.662	6.751
1424994793408	37.545108	139.935462	4	0.146	-0.065	9.699	6.702
1424994793509	37.545108	139.935469	4	0.102	-0.016	9.774	6.652
1424994793605	37.545108	139.935476	4	0.073	0.001	9.764	6.604
1424994793705	37.545108	139.935484	4	0.076	-0.039	9.729	6.556
1424994793806	37.545108	139.935491	4	0.088	-0.067	9.775	6.507
1424994793907	37.545107	139.935498	4	0.083	-0.023	9.672	6.455
1424994794007	37.545107	139.935506	4	0.024	0.006	9.611	6.403
1424994794108	37.545106	139.935513	4	-0.034	0.027	9.609	6.352
1424994794209	37.545105	139.935520	4	-0.150	-0.012	9.832	6.301
1424994794305	37.545105	139.935527	4	-0.062	-0.055	9.622	6.253
1424994794405	37.545104	139.935534	4	-0.055	-0.130	9.674	6.203
1424994794506	37.545103	139.935541	4	-0.199	-0.075	9.714	6.153
1424994794607	37.545102	139.935548	4	-0.271	-0.111	9.655	6.103
1424994794707	37.545102	139.935554	4	-0.153	-0.281	9.804	6.054
1424994794808	37.545101	139.935561	4	-0.130	-0.277	9.710	6.006
1424994794909	37.545101	139.935567	4	-0.082	-0.231	9.625	5.977
1424994795009	37.545101	139.935573	4	-0.064	-0.284	9.632	5.952
1424994795105	37.545101	139.935579	4	0.039	-0.333	9.790	5.928
1424994795206	37.545101	139.935585	4	-0.041	-0.350	9.767	5.902
1424994795307	37.545101	139.935591	4	-0.196	-0.301	9.726	5.877
1424994795407	37.545102	139.935596	4	-0.251	-0.271	9.803	5.852
