measurement_ms	latitude	longitude	gps_error_meter	accel_x_transverse	accel_y_longitudinal	accel_z_vertical	speed
1427787114121	37.499925	139.922781	11	-0.008	-0.669	9.395	3.126
1427787114222	37.499924	139.922784	11	-0.064	-0.673	9.336	3.047
1427787114322	37.499922	139.922787	11	-0.126	-0.697	9.405	2.970
1427787114423	37.499920	139.922789	11	-0.200	-0.703	9.410	2.894
1427787114524	37.499919	139.922792	11	-0.266	-0.677	9.450	2.821
1427787114625	37.499917	139.922795	11	-0.231	-0.670	9.578	2.749
1427787114720	37.499916	139.922797	11	-0.090	-0.634	9.530	2.683
1427787114821	37.499914	139.922800	11	0.008	-0.571	9.282	2.615
1427787114922	37.499913	139.922802	10	0.034	-0.544	9.217	2.548
1427787115022	37.499913	139.922804	10	-0.012	-0.587	9.444	2.430
1427787115123	37.499914	139.922806	10	-0.080	-0.601	9.648	2.316
1427787115224	37.499914	139.922808	10	-0.181	-0.579	9.637	2.207
1427787115324	37.499915	139.922809	10	-0.213	-0.435	9.582	2.103
1427787115420	37.499915	139.922811	10	-0.167	-0.279	9.412	2.008
1427787115521	37.499916	139.922813	10	-0.078	-0.178	9.191	1.912
1427787115621	37.499916	139.922814	10	0.014	-0.122	9.150	1.822
1427787115722	37.499916	139.922815	10	0.064	-0.116	9.374	1.736
1427787115823	37.499917	139.922817	10	0.043	-0.111	9.638	1.654
1427787115924	37.499917	139.922818	10	0.019	-0.106	9.683	1.578
1427787116024	37.499915	139.922820	10	0.045	-0.079	9.473	1.525
1427787116120	37.499913	139.922822	10	0.073	-0.050	9.222	1.475
1427787116221	37.499911	139.922823	10	0.055	-0.084	9.099	1.425
1427787116321	37.499909	139.922825	10	-0.024	-0.201	9.204	1.377
1427787116422	37.499907	139.922827	10	-0.154	-0.341	9.393	1.329
1427787116523	37.499905	139.922828	10	-0.268	-0.517	9.470	1.284
1427787116624	37.499904	139.922830	10	-0.275	-0.718	9.487	1.240
1427787116724	37.499902	139.922831	10	-0.197	-0.914	9.551	1.198
1427787116820	37.499901	139.922833	10	-0.091	-1.056	9.577	1.159
1427787116921	37.499899	139.922834	10	-0.031	-1.183	9.531	1.119
1427787117021	37.499897	139.922835	10	-0.055	-1.269	9.505	1.070
1427787117122	37.499895	139.922836	10	-0.156	-1.282	9.473	1.022
1427787117223	37.499894	139.922837	10	-0.254	-1.223	9.466	0.976
1427787117323	37.499892	139.922838	10	-0.322	-1.182	9.411	0.933
1427787117424	37.499891	139.922839	10	-0.295	-1.039	9.481	0.890
1427787117520	37.499889	139.922840	10	-0.141	-0.638	9.672	0.852
1427787117621	37.499888	139.922841	10	0.025	-0.216	9.621	0.813
1427787117721	37.499886	139.922842	10	0.094	0.064	9.352	0.777
1427787117822	37.499885	139.922842	10	0.089	0.218	9.138	0.742
1427787117923	37.499884	139.922843	12	0.048	0.182	9.134	0.709
1427787118023	37.499883	139.922844	12	0.052	0.055	9.363	0.685
1427787118124	37.499882	139.922846	12	0.075	-0.051	9.616	0.661
1427787118220	37.499881	139.922847	12	0.086	-0.097	9.600	0.639
1427787118321	37.499880	139.922848	12	0.102	-0.101	9.321	0.617
1427787118421	37.499879	139.922849	12	0.014	-0.022	9.207	0.596
1427787118522	37.499878	139.922850	12	-0.025	0.023	9.322	0.575
1427787118623	37.499877	139.922851	12	-0.016	0.169	9.609	0.555
1427787118723	37.499877	139.922852	12	0.082	0.358	9.607	0.536
1427787118824	37.499876	139.922853	12	0.181	0.486	9.417	0.517
1427787118920	37.499875	139.922854	12	0.222	0.686	9.403	0.500
1427787119020	37.499875	139.922854	12	0.252	0.800	9.404	0.518
1427787119121	37.499875	139.922854	12	0.216	0.889	9.452	0.536
1427787119222	37.499875	139.922855	12	0.213	0.993	9.488	0.556
1427787119323	37.499875	139.922855	12	0.231	1.077	9.471	0.576
1427787119423	37.499875	139.922855	12	0.255	1.110	9.412	0.597
1427787119524	37.499874	139.922855	12	0.300	1.157	9.426	0.618
1427787119620	37.499874	139.922855	12	0.313	1.203	9.456	0.639
1427787119720	37.499874	139.922856	12	0.284	1.241	9.460	0.662
1427787119821	37.499874	139.922856	12	0.229	1.261	9.439	0.686
1427787119922	37.499874	139.922856	10	0.215	1.276	9.460	0.710
1427787120023	37.499873	139.922857	10	0.240	1.260	9.456	0.727
1427787120123	37.499873	139.922858	10	0.318	1.286	9.479	0.745
1427787120224	37.499872	139.922860	10	0.395	1.317	9.530	0.763
1427787120320	37.499871	139.922861	10	0.427	1.349	9.587	0.781
1427787120420	37.499871	139.922862	10	0.391	1.365	9.618	0.799
