u,v,freq
1833721708,1834328390,300.5
1834315884,1834315861,27.0
3920665460,3920665459,133.5
3920665459,2402972088,142.5
2402972088,669783157,166.0
5695790875,5695790877,75.5
3920665461,3920665460,96.0
1834353909,1834353886,23.0
1833407963,1833407961,4.0
1833407961,1833408011,4.0
1833408011,1833408007,35.5
1834093818,1833708259,3.0
1833708259,668899702,61.0
668899702,1834093824,62.0
1834093824,1834083263,62.0
1834083263,4586502063,85.5
1834328351,1834328380,49.5
3920665508,3920665509,23.0
3920665509,4585006258,34.0
4585006258,4585006274,93.0
1833718112,1833718124,13.0
1834315917,1834315865,12.0
1834353933,1834332229,54.5
1834328335,1834328347,53.5
4586512498,1830143995,31.5
1830143995,1833407958,70.0
1833407983,4586512367,76.5
4384718904,2402972075,31.5
2402972075,2402132783,40.5
2402132783,4379108114,17.0
4379108114,2402132706,17.0
2402132706,2402132771,45.5
1834328290,1834328388,258.5
1834328388,1834328333,298.0
5603447006,5603447005,10.0
5603447005,5603446992,15.0
5603446992,5603446991,43.5
5603446991,1833578346,177.0
1834093813,1834093820,7.0
4585055567,4585055573,57.0
1834328359,1834328297,139.5
1834328297,1834328290,164.0
668916459,3920624598,72.5
3920624598,1833419239,72.5
1833419239,668915936,75.5
668915936,1833407962,99.0
1834302580,1834302703,8.0
1833718121,1834328290,32.5
1834083176,1829343802,5.0
1829343802,1833708259,58.0
1834302690,1834302510,42.0
4586502055,4586445766,8.0
4586445766,5591596914,8.0
5591596914,1834302533,8.0
1834302533,1834302605,8.0
1834302605,5581688888,8.0
1834315877,1834315886,68.0
1834315886,1834093791,93.5
1834093791,1834315821,119.0
1834315821,1834093822,145.5
1834093822,1834093740,154.5
2402972101,1722798396,57.0
1722798396,4585006286,83.5
1834302698,1834302561,4.0
1834315872,1834315877,38.5
1833559000,1833559010,20.0
2402972070,4384718904,27.5
4585055628,4585055723,46.5
1834328352,1834328359,109.0
1834353912,1834353909,1.0
1834353909,668899897,9.0
668899897,1834353933,47.5
4585006339,4584752867,57.0
4584752867,1834328376,58.0
4384718905,2402972075,9.0
1834093793,1834302682,4.0
1834302682,1834302507,5.0
1834302507,1834302568,133.5
4586445898,1834083176,4.0
2402972089,2402132693,28.5
1834093772,1834093762,15.0
1833551680,1833551699,29.5
1833551699,1833551697,45.5
4585055688,4585055704,75.5
1834328339,1834328388,4.0
1834011895,1834011897,7.0
