u,v,freq
1834011902,668899921,99.0
3920665460,3920665459,134.5
3920665459,2402972088,143.5
2402972088,669783157,167.0
3920665461,3920665460,97.0
1833407963,1833407962,4.0
1833407962,4586512367,71.5
3113478170,1834315925,2.0
1834315925,1834093780,9.0
1834302643,1834302678,8.0
1834093818,1834093803,3.0
1834093803,1834093753,5.0
3920665508,3920665509,23.0
3920665509,4585006258,31.0
4585006258,4585006274,90.0
1722792895,1722792893,10.0
1722792893,1722792911,11.0
1722792911,1722792885,35.5
1722792885,1833407990,59.0
1834315917,2428194939,12.0
2428194939,1834315934,12.0
4586512498,4586512367,101.5
4384718904,2402972075,31.5
2402972075,2402132783,40.5
1834302545,1834302711,49.0
1834302651,1834302513,15.0
1833551698,1834011893,57.0
1834003855,1834003874,67.0
1834003874,1834093791,289.0
1834003877,1834003854,49.0
1834003854,1834315855,113.0
1834315855,1834315813,153.0
1834315813,1834003874,189.5
5603447006,5603447005,10.0
5603447005,5603446996,41.5
5603446996,5603446989,43.5
5603446989,669781711,163.5
5603446992,5603447005,28.5
1834093813,1834302651,9.0
4585055567,4585055573,57.0
1834302580,1834332226,10.0
1833718121,1834328337,32.5
1834083176,1829343802,5.0
1829343802,1833708259,35.5
1833708259,1834093836,35.5
1834302690,1834302504,12.0
1834011884,1834353914,18.0
4586502055,4586445766,8.0
4586445766,5591596914,8.0
5591596914,1834302533,8.0
1834302533,1834302605,8.0
1834302605,5581688888,8.0
1834302703,1834302580,2.0
1834302698,1834302545,23.0
1834093776,1834093820,7.0
2402972070,4384718904,27.5
1833419198,1833419232,4.0
1833419232,1833407970,8.0
1833407970,1833419234,8.0
1833419234,4380084810,8.0
4585055628,4585055723,46.5
1834302555,1834302571,37.5
1834302590,1834302698,12.0
1834328352,1834328343,30.5
4585006339,1834328295,58.0
1834328295,4584752765,128.5
4584752765,1834328341,132.5
1834328341,1834328335,137.5
1834315839,1834315821,1.0
4384718905,2402972075,9.0
4586445898,1834083176,4.0
668899922,1834302520,71.0
2402972089,2402132693,28.5
1834093816,1834093815,9.0
1834003868,1834093740,6.0
1833551680,1833551699,29.5
1833551699,1833551697,45.5
4585055688,4585055704,75.5
1722798396,4585006286,25.5
1834328339,1834328388,4.0
1834011895,1834011897,7.0
1834011897,1834328343,116.0
4585006372,4585006339,54.0
1834093785,1834328370,3.0
1834093795,1834003877,30.0
4380084809,4380084810,3.0
3920625726,1829343802,29.5
1834315936,1834003879,6.0
1834003879,1834003855,9.0
668899897,1834353909,38.5
1833559010,1833559004,58.0
1833551687,1833551697,11.0
3920665330,3920665306,48.0
1834302663,1834302545,15.0
1834353916,1833565398,7.0
1833408011,1830143995,31.5
1830143995,4586512498,70.0
1834328299,1834328351,51.0
2402132777,2402132706,57.0
1834328345,1834328333,30.5
1834353884,1834353922,7.0
1834003871,1834093822,29.5
4483175450,2402132752,53.0
1834093762,1834093772,3.0
1834093834,1834093771,1.0
2402961831,5096680336,51.0
2402972076,2402132632,69.5
5421607218,1833565404,1.0
1833565404,1833551662,1.0
1833551662,1833565381,1.0
1833565381,1833551697,1.0
2402972098,2402972070,2.0
1834315913,1834315888,9.0
1834315888,1834315908,10.0
3920665381,3920665460,10.0
3920665611,1724195927,1.0
1834003872,1834353915,26.5
1834353915,668899893,95.0
4585006373,4585006286,9.0
1834003864,1833558994,3.0
1834315915,1834315910,3.0
1834315910,1834315855,3.0
1833721711,1834011897,32.5
1724195929,1722798397,94.0
1722798397,668899795,96.0
668899795,1722794767,96.0
1722794767,1028052750,96.0
1028052750,1722798391,96.0
1722798391,4378664065,96.0
4378664065,2402972061,96.0
2402972061,3283755326,96.0
3283755326,2402960449,96.0
2402960449,2402960451,96.0
2402960451,4378346485,96.0
4378346485,1833455419,96.0
1833455419,1833455417,96.0
1833455417,5603446989,106.0
1834093742,1834093751,1.0
1834332228,1834011902,25.5
4584668163,1833718129,32.5
1724198990,4379064403,10.0
4379064403,1833455417,10.0
5603446995,5603446991,53.0
5603446991,1833578346,133.5
1834302738,1834093813,2.0
3920625741,4584668362,23.5
4584668362,4584668163,23.5
2402132622,2402132777,50.0
1833551674,1833551680,23.5
5558257502,1834302686,1.0
1834302686,1834302510,1.0
1834302693,1834302565,2.0
1834332227,1834302580,3.0
1834302666,4586502055,3.0
668915936,5695790875,23.5
1834083263,4586502063,23.5
2402972105,3920665430,24.5
3920665430,3920665461,70.5
1833437854,1833721711,2.0
1834315938,1834315936,1.0
1834353919,1833559001,1.0
4584752867,4585006339,1.0
1834302583,1834302535,1.0
1834302535,1834302587,1.0
668899702,1834093744,1.0
1834302611,1834302498,23.5
1833721700,1834328295,67.5
1834302638,1834302647,22.5
1722775839,3456547528,22.5
3456547528,1722792911,22.5
1833718131,1833437861,45.0
1833437861,1833718140,45.0
3920625708,1834083208,22.5
1834083208,3920625744,22.5
3920625744,1833718130,22.5
1833718130,1833718111,22.5
1833718111,1833718118,22.5
1833718118,1833718138,22.5
1833718138,1833718131,22.5
1834003885,1834093822,22.5
